游戏日,烹饪店,轻装店,重装店
9,1113[3339] - 184[7210],4[16] - 100[3130],0[0] - 0[0]
10,1498[4494] - 181[7080],7[28] - 111[3475],0[0] - 0[0]
11,1875[5625] - 189[7370],7[28] - 122[3830],0[0] - 0[0]
12,2291[6873] - 190[7400],4[16] - 130[4080],0[0] - 0[0]
13,2500[7500] - 185[7190],7[28] - 137[4295],0[0] - 0[0]
14,2500[7500] - 190[7390],7[28] - 137[4295],0[0] - 0[0]
15,2500[7500] - 191[7430],7[28] - 137[4295],0[0] - 0[0]
16,2500[7500] - 186[7230],7[28] - 137[4295],0[0] - 0[0]
17,2500[7500] - 191[7430],7[28] - 137[4295],0[0] - 0[0]
18,2500[7500] - 190[7390],7[28] - 137[4295],0[0] - 0[0]
19,2500[7500] - 185[7190],7[28] - 137[4295],0[0] - 0[0]
20,2500[7500] - 190[7390],7[28] - 137[4295],0[0] - 0[0]
21,2500[7500] - 190[7390],7[28] - 137[4295],0[0] - 0[0]
22,2500[7500] - 188[7310],7[28] - 137[4295],0[0] - 0[0]
23,2500[7500] - 187[7270],7[28] - 137[4295],0[0] - 0[0]
24,2500[7500] - 182[7070],7[28] - 137[4295],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,336[1008] - 28[910],3[12] - 15[465],0[0] - 0[0]
3,587[1761] - 67[2400],46[184] - 34[1050],0[0] - 0[0]
4,770[2310] - 105[3860],15[60] - 53[1645],0[0] - 0[0]
5,956[2868] - 131[4860],7[28] - 69[2145],0[0] - 0[0]
6,1137[3411] - 162[6050],27[108] - 85[2655],0[0] - 0[0]
7,1296[3888] - 184[6930],5[20] - 100[3125],0[0] - 0[0]
8,1296[3888] - 179[6730],5[20] - 100[3125],0[0] - 0[0]
9,1296[3888] - 179[6730],5[20] - 100[3125],0[0] - 0[0]
10,1296[3888] - 181[6810],5[20] - 100[3125],0[0] - 0[0]
11,1296[3888] - 181[6810],5[20] - 100[3125],0[0] - 0[0]
12,1296[3888] - 179[6730],5[20] - 100[3125],0[0] - 0[0]
13,1296[3888] - 181[6810],5[20] - 100[3125],0[0] - 0[0]
14,1296[3888] - 178[6690],5[20] - 100[3125],0[0] - 0[0]
15,1296[3888] - 181[6810],5[20] - 100[3125],0[0] - 0[0]
16,1296[3888] - 181[6810],5[20] - 100[3125],0[0] - 0[0]
17,1296[3888] - 177[6650],5[20] - 100[3125],0[0] - 0[0]
18,1296[3888] - 184[6930],5[20] - 100[3125],0[0] - 0[0]
19,1296[3888] - 183[6890],5[20] - 100[3125],0[0] - 0[0]
20,1296[3888] - 184[6930],5[20] - 100[3125],0[0] - 0[0]
21,1296[3888] - 180[6770],5[20] - 100[3125],0[0] - 0[0]
22,1296[3888] - 175[6570],5[20] - 100[3125],0[0] - 0[0]
23,1296[3888] - 175[6570],5[20] - 100[3125],0[0] - 0[0]
24,1296[3888] - 181[6810],5[20] - 100[3125],0[0] - 0[0]
25,1296[3888] - 183[6890],5[20] - 100[3125],0[0] - 0[0]
26,1296[3888] - 176[6610],5[20] - 100[3125],0[0] - 0[0]
27,1296[3888] - 175[6570],5[20] - 100[3125],0[0] - 0[0]
28,1296[3888] - 184[6930],5[20] - 100[3125],0[0] - 0[0]
29,1296[3888] - 176[6610],5[20] - 100[3125],0[0] - 0[0]
30,1296[3888] - 182[6850],5[20] - 100[3125],0[0] - 0[0]
31,1296[3888] - 181[6810],5[20] - 100[3125],0[0] - 0[0]
32,1296[3888] - 175[6570],5[20] - 100[3125],0[0] - 0[0]
33,1296[3888] - 183[6890],5[20] - 100[3125],0[0] - 0[0]
34,1296[3888] - 178[6690],5[20] - 100[3125],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,83[252] - 21[830],11[44] - 10[325],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,87[265] - 24[710],2[8] - 4[125],0[0] - 0[0]
3,162[490] - 54[1900],2[8] - 32[1010],0[0] - 0[0]
4,270[814] - 86[3230],4[16] - 44[1395],0[0] - 0[0]
5,650[1954] - 96[3630],0[0] - 53[1680],0[0] - 0[0]
6,971[2917] - 110[4110],5[20] - 61[1930],0[0] - 0[0]
7,1321[3967] - 116[4390],0[0] - 68[2145],0[0] - 0[0]
8,1646[4942] - 120[4590],0[0] - 82[2575],0[0] - 0[0]
9,2044[6136] - 124[4720],1[4] - 90[2825],0[0] - 0[0]
10,2477[7435] - 122[4660],6[24] - 100[3140],0[0] - 0[0]
11,2478[7438] - 118[4540],2[8] - 101[3170],0[0] - 0[0]
12,2478[7438] - 123[4690],2[8] - 101[3170],0[0] - 0[0]
13,2478[7438] - 122[4660],2[8] - 101[3170],0[0] - 0[0]
14,2478[7438] - 118[4540],2[8] - 101[3170],0[0] - 0[0]
15,2478[7438] - 122[4660],2[8] - 101[3170],0[0] - 0[0]
16,2478[7438] - 121[4630],2[8] - 101[3170],0[0] - 0[0]
17,2478[7438] - 116[4480],2[8] - 101[3170],0[0] - 0[0]
18,2478[7438] - 121[4630],2[8] - 101[3170],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,209[632] - 4[180],5[20] - 17[550],0[0] - 0[0]
3,621[1868] - 36[1440],3[12] - 43[1370],0[0] - 0[0]
4,839[2522] - 70[2750],7[28] - 56[1775],0[0] - 0[0]
5,993[2984] - 102[3970],0[0] - 69[2180],0[0] - 0[0]
6,1104[3317] - 138[5350],3[12] - 81[2565],0[0] - 0[0]
7,1240[3725] - 176[6880],3[12] - 97[3075],0[0] - 0[0]
8,1517[4556] - 201[7810],4[16] - 114[3595],0[0] - 0[0]
9,1725[5180] - 224[8730],14[56] - 135[4250],0[0] - 0[0]
1,165[507] - 18[370],29[116] - 2[60],0[0] - 0[0]
2,252[762] - 59[1890],51[204] - 17[540],0[0] - 0[0]
3,471[1419] - 89[3030],6[24] - 34[1100],0[0] - 0[0]
4,432[1302] - 124[4500],3[12] - 44[1415],0[0] - 0[0]
1,113[340] - 5[110],0[0] - 2[60],0[0] - 0[0]
2,519[1558] - 33[1140],2[8] - 16[505],0[0] - 0[0]
3,548[1645] - 63[2330],7[28] - 30[940],0[0] - 0[0]
4,750[2251] - 90[3380],1[4] - 41[1290],0[0] - 0[0]
5,871[2614] - 122[4640],3[12] - 45[1415],0[0] - 0[0]
1,1[3] - 4[160],6[24] - 5[150],0[0] - 0[0]
2,379[1137] - 40[1620],5[20] - 28[855],0[0] - 0[0]
3,367[1101] - 80[3220],26[104] - 54[1665],0[0] - 0[0]
4,597[1791] - 110[4390],2[8] - 77[2400],0[0] - 0[0]
5,615[1845] - 154[6160],1[4] - 95[2965],0[0] - 0[0]
6,743[2229] - 186[7430],5[20] - 112[3490],0[0] - 0[0]
7,771[2313] - 213[8540],5[20] - 127[3950],0[0] - 0[0]
8,696[2088] - 248[9950],4[16] - 142[4425],2[10] - 1[90]
9,673[2019] - 278[11130],2[8] - 152[4735],2[10] - 1[90]
10,606[1818] - 310[12350],3[12] - 164[5100],2[10] - 1[90]
11,685[2055] - 338[13450],15[60] - 174[5415],2[10] - 1[90]
1,63[193] - 3[120],7[28] - 6[190],0[0] - 0[0]
2,166[502] - 36[1360],46[184] - 30[940],0[0] - 0[0]
3,421[1267] - 63[2470],2[8] - 51[1605],0[0] - 0[0]
4,354[1066] - 92[3550],4[16] - 65[2065],0[0] - 0[0]
1,136[408] - 0[0],21[84] - 1[30],0[0] - 0[0]
2,255[765] - 35[1310],0[0] - 26[805],0[0] - 0[0]
3,380[1140] - 65[2510],1[4] - 43[1345],0[0] - 0[0]
1,60[232] - 1[10],1[4] - 1[30],0[0] - 0[0]
1,154[477] - 11[310],26[104] - 2[60],0[0] - 0[0]
1,94[285] - 0[0],5[20] - 6[180],0[0] - 0[0]
2,297[894] - 33[1300],3[12] - 14[420],0[0] - 0[0]
3,433[1302] - 71[2770],1[4] - 27[825],0[0] - 0[0]
4,480[1443] - 104[4090],6[24] - 36[1105],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,275[829] - 12[450],2[8] - 6[185],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,113[341] - 25[790],6[24] - 12[380],0[0] - 0[0]
1,141[425] - 2[80],31[124] - 10[315],0[0] - 0[0]
1,247[741] - 9[350],7[28] - 7[225],0[0] - 0[0]
1,11[35] - 0[0],2[8] - 12[390],0[0] - 0[0]
2,128[386] - 40[1580],39[156] - 27[865],0[0] - 0[0]
3,132[398] - 68[2710],7[28] - 49[1560],0[0] - 0[0]
4,348[1046] - 89[3560],7[28] - 62[1960],0[0] - 0[0]
5,340[1022] - 114[4570],7[28] - 75[2375],0[0] - 0[0]
6,244[734] - 148[5940],2[8] - 90[2860],0[0] - 0[0]
7,208[626] - 178[7130],0[0] - 100[3175],0[0] - 0[0]
8,127[383] - 209[8360],4[16] - 111[3520],0[0] - 0[0]
9,135[407] - 234[9340],1[4] - 122[3860],0[0] - 0[0]
10,153[461] - 254[10150],5[20] - 131[4135],0[0] - 0[0]
11,74[224] - 286[11420],10[40] - 140[4420],0[0] - 0[0]
12,91[275] - 312[12470],5[20] - 152[4800],0[0] - 0[0]
13,216[650] - 332[13250],36[144] - 160[5050],0[0] - 0[0]
14,247[743] - 355[14130],3[12] - 175[5520],0[0] - 0[0]
15,287[863] - 382[15160],2[8] - 187[5910],0[0] - 0[0]
16,252[758] - 410[16210],24[96] - 196[6200],3[15] - 0[0]
17,280[842] - 434[17150],10[40] - 213[6715],3[15] - 0[0]
18,287[863] - 460[18190],11[44] - 226[7120],3[15] - 0[0]
19,380[1142] - 479[18950],0[0] - 238[7500],3[15] - 0[0]
20,396[1190] - 507[20090],7[28] - 246[7760],3[15] - 0[0]
21,429[1289] - 536[21240],6[24] - 257[8105],3[15] - 0[0]
22,304[914] - 566[22410],7[28] - 267[8415],3[15] - 0[0]
23,223[671] - 599[23740],0[0] - 282[8895],3[15] - 0[0]
24,211[635] - 626[24780],2[8] - 294[9270],3[15] - 0[0]
25,402[1208] - 645[25540],7[28] - 302[9515],3[15] - 0[0]
26,344[1034] - 673[26640],2[8] - 314[9895],3[15] - 0[0]
27,331[995] - 701[27700],7[28] - 327[10290],3[15] - 0[0]
28,404[1214] - 722[28530],0[0] - 339[10660],3[15] - 0[0]
29,323[971] - 751[29680],4[16] - 350[10995],3[15] - 0[0]
30,336[1010] - 782[30890],3[12] - 360[11305],3[15] - 0[0]
31,38[116] - 805[31800],5[20] - 360[11305],3[15] - 0[0]
1,147[444] - 2[90],16[64] - 12[370],0[0] - 0[0]
2,224[675] - 38[1450],43[172] - 32[1015],0[0] - 0[0]
1,176[535] - 8[220],0[0] - 9[290],0[0] - 0[0]
1,128[384] - 0[0],2[8] - 3[100],0[0] - 0[0]
2,271[813] - 33[1260],5[20] - 24[760],0[0] - 0[0]
3,306[918] - 69[2670],6[24] - 40[1255],0[0] - 0[0]
4,375[1125] - 100[3880],7[28] - 55[1725],0[0] - 0[0]
5,395[1185] - 128[4990],4[16] - 69[2165],0[0] - 0[0]
1,59[179] - 9[260],0[0] - 5[150],0[0] - 0[0]
2,390[1172] - 46[1670],10[40] - 13[415],0[0] - 0[0]
1,148[444] - 0[0],0[0] - 1[30],0[0] - 0[0]
2,391[1173] - 28[1120],1[4] - 15[455],0[0] - 0[0]
1,75[241] - 3[50],2[8] - 3[90],0[0] - 0[0]
1,10[33] - 1[20],2[8] - 3[90],0[0] - 0[0]
1,36[133] - 7[200],1[4] - 6[180],0[0] - 0[0]
1,71[240] - 11[210],17[68] - 2[65],0[0] - 0[0]
1,36[136] - 3[30],6[24] - 1[30],0[0] - 0[0]
1,8[32] - 3[50],8[32] - 3[90],0[0] - 0[0]
2,297[896] - 29[1090],6[24] - 21[645],0[0] - 0[0]
1,33[124] - 3[40],1[4] - 1[35],0[0] - 0[0]
1,7[25] - 0[0],6[24] - 6[190],0[0] - 0[0]
1,25[93] - 0[0],7[28] - 2[70],0[0] - 0[0]
2,285[858] - 30[1150],0[0] - 28[910],0[0] - 0[0]
3,280[843] - 73[2880],1[4] - 49[1575],0[0] - 0[0]
4,441[1326] - 101[4000],5[20] - 64[2050],0[0] - 0[0]
5,695[2088] - 128[5080],7[28] - 76[2425],0[0] - 0[0]
6,831[2496] - 163[6420],0[0] - 89[2850],0[0] - 0[0]
1,5[17] - 0[0],76[304] - 0[0],0[0] - 0[0]
2,313[941] - 23[870],4[16] - 34[1060],0[0] - 0[0]
3,406[1220] - 60[2300],18[72] - 62[1950],0[0] - 0[0]
4,606[1820] - 89[3440],7[28] - 82[2570],0[0] - 0[0]
5,665[1997] - 118[4590],40[160] - 110[3445],0[0] - 0[0]
6,926[2780] - 151[5890],6[24] - 138[4315],0[0] - 0[0]
7,900[2702] - 186[7230],15[60] - 165[5155],0[0] - 0[0]
8,1053[3161] - 224[8720],4[16] - 187[5840],0[0] - 0[0]
9,969[2909] - 264[10290],17[68] - 216[6750],0[0] - 0[0]
1,52[202] - 0[0],6[24] - 0[0],0[0] - 0[0]
2,147[442] - 47[1720],49[196] - 21[645],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,69[265] - 1[30],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,306[919] - 24[740],32[128] - 18[555],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,306[922] - 37[1310],30[120] - 21[650],0[0] - 0[0]
3,468[1408] - 69[2620],1[4] - 47[1470],0[0] - 0[0]
4,615[1849] - 104[4000],4[16] - 64[2015],0[0] - 0[0]
5,853[2563] - 136[5300],6[24] - 77[2425],0[0] - 0[0]
6,947[2845] - 170[6610],11[44] - 95[3000],0[0] - 0[0]
1,27[97] - 4[140],5[20] - 6[185],0[0] - 0[0]
2,221[664] - 31[1150],19[76] - 32[1010],0[0] - 0[0]
3,127[382] - 68[2620],5[20] - 54[1700],0[0] - 0[0]
4,211[634] - 89[3470],1[4] - 77[2410],0[0] - 0[0]
5,144[433] - 118[4630],0[0] - 95[2980],0[0] - 0[0]
6,42[127] - 152[5980],4[16] - 111[3470],0[0] - 0[0]
7,133[400] - 166[6510],7[28] - 128[3990],0[0] - 0[0]
1,12[36] - 3[110],7[28] - 8[270],0[0] - 0[0]
2,362[1086] - 27[1080],2[8] - 22[715],0[0] - 0[0]
1,9[36] - 1[20],0[0] - 2[60],0[0] - 0[0]
1,26[99] - 0[0],28[112] - 2[65],0[0] - 0[0]
2,261[784] - 22[840],5[20] - 21[675],0[0] - 0[0]
3,285[856] - 56[2210],3[12] - 48[1520],0[0] - 0[0]
1,31[116] - 1[20],7[28] - 0[0],0[0] - 0[0]
2,458[1377] - 42[1570],0[0] - 19[610],0[0] - 0[0]
3,686[2061] - 71[2770],56[224] - 38[1210],0[0] - 0[0]
4,911[2736] - 100[3940],37[148] - 59[1855],0[0] - 0[0]
5,962[2889] - 143[5650],35[140] - 77[2415],0[0] - 0[0]
6,1148[3447] - 174[6880],51[204] - 94[2955],0[0] - 0[0]
7,1090[3273] - 205[8250],2[8] - 108[3395],0[0] - 0[0]
8,1237[3714] - 227[9160],7[28] - 118[3710],0[0] - 0[0]
9,1117[3354] - 264[10650],2[8] - 128[4030],0[0] - 0[0]
10,1211[3636] - 288[11600],1[4] - 139[4380],0[0] - 0[0]
11,1382[4149] - 317[12680],15[60] - 146[4605],0[0] - 0[0]
12,1340[4023] - 346[13800],1[4] - 159[5020],0[0] - 0[0]
13,1528[4587] - 366[14570],6[24] - 165[5200],0[0] - 0[0]
14,1495[4488] - 398[15880],4[16] - 175[5510],0[0] - 0[0]
15,1747[5244] - 426[16970],3[12] - 182[5735],0[0] - 2[190]
16,1846[5541] - 450[17930],5[20] - 195[6145],0[0] - 2[190]
17,1945[5838] - 474[18880],0[0] - 203[6395],0[0] - 2[190]
18,2012[6039] - 505[20120],6[24] - 214[6735],0[0] - 2[190]
19,2089[6270] - 536[21340],7[28] - 220[6925],0[0] - 2[190]
20,2066[6201] - 566[22530],4[16] - 233[7335],0[0] - 2[190]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,176[531] - 30[1120],46[184] - 14[450],0[0] - 0[0]
1,15[50] - 0[0],18[72] - 4[120],0[0] - 0[0]
2,186[563] - 36[1400],37[148] - 26[805],0[0] - 0[0]
1,55[216] - 0[0],7[28] - 3[90],0[0] - 0[0]
2,485[1456] - 28[1030],2[8] - 21[655],0[0] - 0[0]
3,629[1888] - 64[2400],6[24] - 40[1250],0[0] - 0[0]
4,743[2230] - 96[3670],0[0] - 61[1940],0[0] - 0[0]
5,749[2248] - 131[5070],35[140] - 82[2595],0[0] - 0[0]
6,933[2800] - 164[6410],19[76] - 102[3230],0[0] - 0[0]
7,1137[3412] - 186[7360],3[12] - 123[3910],0[0] - 0[0]
8,1342[4027] - 217[8570],5[20] - 135[4285],0[0] - 0[0]
9,1368[4105] - 252[9960],2[8] - 155[4915],0[0] - 0[0]
10,1530[4591] - 288[11380],3[12] - 169[5365],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,173[523] - 21[810],6[24] - 16[495],0[0] - 0[0]
3,81[247] - 52[2050],22[88] - 45[1410],0[0] - 0[0]
4,348[1048] - 75[2930],6[24] - 66[2095],0[0] - 0[0]
5,395[1189] - 100[3930],4[16] - 83[2635],0[0] - 0[0]
6,374[1126] - 130[5110],1[4] - 97[3085],0[0] - 0[0]
7,480[1444] - 144[5700],0[0] - 107[3400],0[0] - 0[0]
8,469[1411] - 172[6810],1[4] - 122[3885],0[0] - 0[0]
9,416[1252] - 207[8200],3[12] - 132[4210],0[0] - 0[0]
10,446[1342] - 231[9170],1[4] - 147[4665],0[0] - 0[0]
11,660[1984] - 247[9780],3[12] - 159[5045],0[0] - 0[0]
12,668[2008] - 272[10770],4[16] - 170[5390],0[0] - 0[0]
13,697[2095] - 297[11710],0[0] - 182[5780],0[0] - 0[0]
14,684[2056] - 328[12910],7[28] - 194[6170],0[0] - 0[0]
15,698[2098] - 357[14040],1[4] - 210[6675],0[0] - 0[0]
16,576[1732] - 393[15460],5[20] - 223[7085],0[0] - 0[0]
17,664[1996] - 419[16510],4[16] - 235[7460],0[0] - 0[0]
18,679[2041] - 448[17620],7[28] - 249[7900],0[0] - 0[0]
19,693[2083] - 471[18530],6[24] - 271[8585],0[0] - 0[0]
20,701[2107] - 501[19740],1[4] - 293[9265],7[35] - 0[0]
21,732[2200] - 536[21110],0[0] - 314[9935],7[35] - 0[0]
22,648[1948] - 570[22420],15[60] - 329[10410],7[35] - 0[0]
23,618[1858] - 601[23630],4[16] - 349[11025],7[35] - 0[0]
24,587[1765] - 628[24700],1[4] - 366[11575],7[35] - 0[0]
25,578[1738] - 655[25760],3[12] - 383[12105],7[35] - 0[0]
26,627[1885] - 691[27180],0[0] - 403[12745],7[35] - 0[0]
27,567[1705] - 720[28320],4[16] - 419[13240],7[35] - 0[0]
28,626[1882] - 740[29050],15[60] - 438[13855],7[35] - 0[0]
29,637[1915] - 763[29990],4[16] - 458[14490],7[35] - 0[0]
30,675[2029] - 793[31150],0[0] - 476[15060],7[35] - 0[0]
31,599[1801] - 814[31960],23[92] - 487[15400],7[35] - 0[0]
32,263[793] - 838[32920],15[60] - 488[15430],7[35] - 0[0]
33,11[37] - 856[33640],6[24] - 489[15465],7[35] - 0[0]
34,11[37] - 856[33640],6[24] - 489[15465],7[35] - 0[0]
35,11[37] - 856[33640],6[24] - 489[15465],7[35] - 0[0]
36,11[37] - 856[33640],6[24] - 489[15465],7[35] - 0[0]
37,11[37] - 855[33590],6[24] - 489[15465],7[35] - 0[0]
38,11[37] - 855[33590],6[24] - 489[15465],7[35] - 0[0]
39,3532[11038] - 860[33840],6[24] - 489[15465],7[35] - 0[0]
40,2716[8416] - 948[36250],6[24] - 489[15465],7[35] - 0[0]
41,2225[6790] - 1015[37790],6[24] - 489[15465],7[35] - 0[0]
42,1844[5546] - 1064[38950],6[24] - 489[15465],7[35] - 0[0]
43,1499[4502] - 1086[39690],6[24] - 489[15465],7[35] - 0[0]
44,1149[3452] - 1111[40690],6[24] - 489[15465],7[35] - 0[0]
45,827[2486] - 1134[41610],6[24] - 489[15465],7[35] - 0[0]
46,547[1646] - 1153[42360],6[24] - 489[15465],7[35] - 0[0]
47,323[974] - 1169[43000],6[24] - 489[15465],7[35] - 0[0]
48,71[218] - 1187[43720],6[24] - 489[15465],7[35] - 0[0]
49,15[50] - 1191[43880],6[24] - 489[15465],7[35] - 0[0]
50,15[50] - 1191[43880],6[24] - 489[15465],7[35] - 0[0]
51,15[50] - 1191[43880],6[24] - 489[15465],7[35] - 0[0]
52,15[50] - 1190[43830],6[24] - 489[15465],7[35] - 0[0]
53,15[50] - 1190[43830],6[24] - 489[15465],7[35] - 0[0]
54,15[50] - 1190[43830],6[24] - 489[15465],7[35] - 0[0]
55,15[50] - 1188[43730],6[24] - 489[15465],7[35] - 0[0]
56,15[50] - 1188[43730],6[24] - 489[15465],7[35] - 0[0]
57,15[50] - 1188[43730],6[24] - 489[15465],7[35] - 0[0]
58,15[50] - 1183[43480],6[24] - 489[15465],7[35] - 0[0]
59,14504[44632] - 1189[43680],6[24] - 489[15465],7[35] - 0[0]
60,13760[42228] - 1274[45990],6[24] - 489[15465],7[35] - 0[0]
61,12928[39529] - 1373[48530],6[24] - 489[15465],7[35] - 0[0]
62,12012[36633] - 1470[51330],6[24] - 489[15465],7[35] - 0[0]
63,11060[33621] - 1570[54240],6[24] - 489[15465],7[35] - 0[0]
64,9968[30193] - 1674[57550],6[24] - 489[15465],7[35] - 0[0]
65,9551[28787] - 1734[58870],6[24] - 489[15465],7[35] - 0[0]
66,9111[27377] - 1789[60170],6[24] - 489[15465],7[35] - 0[0]
67,8775[26327] - 1823[61100],6[24] - 489[15465],7[35] - 0[0]
68,8537[25613] - 1840[61780],6[24] - 489[15465],7[35] - 0[0]
69,8201[24605] - 1864[62740],6[24] - 489[15465],7[35] - 0[0]
70,7823[23471] - 1889[63720],6[24] - 489[15465],7[35] - 0[0]
71,7515[22547] - 1911[64600],6[24] - 489[15465],7[35] - 0[0]
72,7151[21455] - 1937[65640],6[24] - 489[15465],7[35] - 0[0]
73,6843[20531] - 1954[66270],6[24] - 489[15465],7[35] - 0[0]
74,6395[19187] - 1986[67550],6[24] - 489[15465],7[35] - 0[0]
75,6129[18389] - 2005[68310],6[24] - 489[15465],7[35] - 0[0]
76,5835[17507] - 2024[69060],6[24] - 489[15465],7[35] - 0[0]
77,5485[16457] - 2049[70060],6[24] - 489[15465],7[35] - 0[0]
78,5317[15953] - 2061[70540],6[24] - 489[15465],7[35] - 0[0]
79,5107[15323] - 2076[71140],6[24] - 489[15465],7[35] - 0[0]
80,4729[14189] - 2103[72220],6[24] - 489[15465],7[35] - 0[0]
81,4477[13433] - 2121[72940],6[24] - 489[15465],7[35] - 0[0]
82,4127[12383] - 2145[73890],6[24] - 489[15465],7[35] - 0[0]
83,3875[11627] - 2163[74610],6[24] - 489[15465],7[35] - 0[0]
84,3623[10871] - 2181[75330],6[24] - 489[15465],7[35] - 0[0]
85,3217[9653] - 2207[76350],6[24] - 489[15465],7[35] - 0[0]
86,2881[8645] - 2232[77350],6[24] - 489[15465],7[35] - 0[0]
87,2517[7553] - 2258[78390],6[24] - 489[15465],7[35] - 0[0]
88,2209[6629] - 2274[78980],6[24] - 489[15465],7[35] - 0[0]
89,1803[5411] - 2302[80100],6[24] - 489[15465],7[35] - 0[0]
90,1509[4529] - 2324[80980],6[24] - 489[15465],7[35] - 0[0]
91,1215[3647] - 2344[81770],6[24] - 489[15465],7[35] - 0[0]
92,1047[3143] - 2356[82250],6[24] - 489[15465],7[35] - 0[0]
93,837[2513] - 2371[82850],6[24] - 489[15465],7[35] - 0[0]
