游戏日,烹饪店,轻装店,重装店
24,48[96] - 1[30],11[88] - 22[680],0[0] - 1[100]
25,48[96] - 1[30],11[88] - 22[680],0[0] - 1[100]
26,48[96] - 2[60],11[88] - 22[680],0[0] - 1[100]
27,48[96] - 2[60],11[88] - 22[680],0[0] - 1[100]
28,48[96] - 1[30],11[88] - 22[680],0[0] - 1[100]
29,48[96] - 1[30],11[88] - 22[680],0[0] - 1[100]
30,48[96] - 0[0],11[88] - 22[680],0[0] - 1[100]
31,48[96] - 0[0],11[88] - 22[680],0[0] - 1[100]
32,48[96] - 0[0],11[88] - 22[680],0[0] - 1[100]
33,48[96] - 1[30],11[88] - 22[680],0[0] - 1[100]
34,48[96] - 1[30],11[88] - 22[680],0[0] - 1[100]
35,48[96] - 1[30],11[88] - 22[680],0[0] - 1[100]
36,48[96] - 1[30],11[88] - 22[680],0[0] - 1[100]
37,48[96] - 0[0],11[88] - 22[680],0[0] - 1[100]
38,48[96] - 0[0],11[88] - 22[680],0[0] - 1[100]
39,48[96] - 0[0],11[88] - 22[680],0[0] - 1[100]
40,48[96] - 1[30],11[88] - 22[680],0[0] - 1[100]
41,48[96] - 2[60],11[88] - 22[680],0[0] - 1[100]
42,48[96] - 3[90],11[88] - 22[680],0[0] - 1[100]
43,48[96] - 3[90],11[88] - 22[680],0[0] - 1[100]
44,48[96] - 2[60],11[88] - 22[680],0[0] - 1[100]
45,48[96] - 3[90],11[88] - 22[680],0[0] - 1[100]
46,43[86] - 0[0],11[88] - 22[680],0[0] - 1[100]
47,46[92] - 0[0],11[88] - 22[680],0[0] - 1[100]
48,35[70] - 0[0],11[88] - 22[680],0[0] - 1[100]
49,39[78] - 0[0],11[88] - 22[680],0[0] - 1[100]
50,36[72] - 0[0],11[88] - 22[680],0[0] - 1[100]
51,36[72] - 0[0],11[88] - 22[680],0[0] - 1[100]
52,37[74] - 1[30],11[88] - 22[680],0[0] - 1[100]
53,40[80] - 2[60],11[88] - 22[680],0[0] - 1[100]
54,40[80] - 2[60],11[88] - 22[680],0[0] - 1[100]
55,35[70] - 3[90],11[88] - 22[680],0[0] - 1[100]
56,46[92] - 3[90],11[88] - 22[680],0[0] - 1[100]
57,47[94] - 4[120],11[88] - 22[680],0[0] - 1[100]
58,48[96] - 5[150],11[88] - 22[680],0[0] - 1[100]
59,48[96] - 5[150],11[88] - 22[680],0[0] - 1[100]
1,11[22] - 0[0],4[32] - 0[0],0[0] - 0[0]
1,14[28] - 0[0],3[24] - 0[0],0[0] - 0[0]
2,33[66] - 0[0],12[96] - 0[0],7[35] - 0[0]
3,38[76] - 0[0],8[64] - 2[85],10[50] - 0[0]
4,48[96] - 0[0],10[80] - 2[85],10[50] - 0[0]
5,40[80] - 1[30],12[96] - 5[165],10[50] - 0[0]
6,41[82] - 2[60],12[96] - 8[245],10[50] - 0[0]
7,42[84] - 3[90],12[96] - 12[340],10[50] - 0[0]
8,49[98] - 4[120],11[88] - 14[425],10[50] - 0[0]
9,36[72] - 6[180],10[80] - 16[515],10[50] - 0[0]
10,42[84] - 5[150],9[72] - 19[590],10[50] - 0[0]
11,42[84] - 5[150],9[72] - 19[590],10[50] - 0[0]
12,42[84] - 6[180],9[72] - 19[590],10[50] - 0[0]
13,42[84] - 3[90],9[72] - 19[590],10[50] - 0[0]
14,42[84] - 5[150],9[72] - 19[590],10[50] - 0[0]
15,42[84] - 6[180],9[72] - 19[590],10[50] - 0[0]
1,16[32] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,45[90] - 0[0],10[80] - 0[0],3[15] - 0[0]
3,42[84] - 0[0],12[96] - 2[45],11[55] - 0[0]
4,37[74] - 0[0],11[88] - 3[105],11[55] - 0[0]
5,45[90] - 0[0],11[88] - 6[175],11[55] - 0[0]
1,12[24] - 0[0],3[24] - 0[0],0[0] - 0[0]
2,47[94] - 0[0],11[88] - 0[0],3[15] - 0[0]
3,44[88] - 0[0],11[88] - 2[75],6[30] - 0[0]
4,49[98] - 0[0],11[88] - 5[170],6[30] - 0[0]
5,35[70] - 0[0],11[88] - 8[255],6[30] - 0[0]
6,38[76] - 2[60],7[56] - 10[370],6[30] - 0[0]
1,11[22] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,41[82] - 0[0],11[88] - 1[25],0[0] - 0[0]
1,14[28] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,46[92] - 0[0],9[72] - 0[0],14[70] - 0[0]
1,38[76] - 0[0],11[88] - 0[0],0[0] - 0[0]
2,48[96] - 0[0],9[72] - 3[80],2[10] - 0[0]
3,36[72] - 0[0],11[88] - 4[140],2[10] - 0[0]
4,41[82] - 0[0],11[88] - 6[190],2[10] - 0[0]
5,35[70] - 2[60],11[88] - 9[280],2[10] - 0[0]
6,45[90] - 4[120],12[96] - 10[340],2[10] - 0[0]
7,45[90] - 4[120],12[96] - 10[340],2[10] - 0[0]
8,45[90] - 4[120],12[96] - 10[340],2[10] - 0[0]
9,45[90] - 4[120],12[96] - 10[340],2[10] - 0[0]
10,45[90] - 3[90],12[96] - 10[340],2[10] - 0[0]
11,45[90] - 3[90],12[96] - 10[340],2[10] - 0[0]
12,45[90] - 3[90],12[96] - 10[340],2[10] - 0[0]
13,45[90] - 3[90],12[96] - 10[340],2[10] - 0[0]
14,45[90] - 3[90],12[96] - 10[340],2[10] - 0[0]
15,45[90] - 3[90],12[96] - 10[340],2[10] - 0[0]
16,45[90] - 3[90],12[96] - 10[340],2[10] - 0[0]
17,45[90] - 3[90],12[96] - 10[340],2[10] - 0[0]
18,45[90] - 3[90],12[96] - 10[340],2[10] - 0[0]
19,48[96] - 0[0],11[88] - 12[400],2[10] - 0[0]
20,39[78] - 0[0],5[40] - 15[510],2[10] - 0[0]
21,41[82] - 0[0],12[96] - 16[535],2[10] - 0[0]
22,48[96] - 0[0],9[72] - 19[625],2[10] - 0[0]
23,39[78] - 0[0],12[96] - 21[685],2[10] - 0[0]
24,36[72] - 0[0],11[88] - 24[765],2[10] - 0[0]
25,48[96] - 2[60],9[72] - 27[850],2[10] - 0[0]
26,45[90] - 5[150],12[96] - 28[880],2[10] - 0[0]
27,49[98] - 7[210],11[88] - 30[975],2[10] - 0[0]
28,49[98] - 6[180],11[88] - 30[975],2[10] - 0[0]
29,49[98] - 6[180],11[88] - 30[975],2[10] - 0[0]
30,49[98] - 6[180],11[88] - 30[975],2[10] - 0[0]
31,49[98] - 6[180],11[88] - 30[975],2[10] - 0[0]
32,49[98] - 6[180],11[88] - 30[975],2[10] - 0[0]
33,49[98] - 6[180],11[88] - 30[975],2[10] - 0[0]
34,49[98] - 6[180],11[88] - 30[975],2[10] - 0[0]
35,49[98] - 6[180],11[88] - 30[975],2[10] - 0[0]
36,49[98] - 6[180],11[88] - 30[975],2[10] - 0[0]
37,49[98] - 5[150],11[88] - 30[975],2[10] - 0[0]
38,49[98] - 5[150],11[88] - 30[975],2[10] - 0[0]
39,49[98] - 5[150],11[88] - 30[975],2[10] - 0[0]
40,49[98] - 5[150],11[88] - 30[975],2[10] - 0[0]
41,49[98] - 5[150],11[88] - 30[975],2[10] - 0[0]
42,49[98] - 5[150],11[88] - 30[975],2[10] - 0[0]
43,49[98] - 5[150],11[88] - 30[975],2[10] - 0[0]
44,49[98] - 0[0],11[88] - 30[975],2[10] - 0[0]
45,49[98] - 0[0],11[88] - 30[975],2[10] - 0[0]
46,61[122] - 0[0],11[88] - 30[975],2[10] - 0[0]
47,61[122] - 0[0],11[88] - 30[975],2[10] - 0[0]
48,61[122] - 0[0],11[88] - 30[975],2[10] - 0[0]
49,61[122] - 0[0],11[88] - 30[975],2[10] - 0[0]
50,61[122] - 0[0],11[88] - 30[975],2[10] - 0[0]
51,61[122] - 0[0],11[88] - 30[975],2[10] - 0[0]
52,61[122] - 0[0],11[88] - 30[975],2[10] - 0[0]
53,61[122] - 0[0],11[88] - 30[975],2[10] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,43[86] - 0[0],9[72] - 1[25],0[0] - 0[0]
3,45[90] - 0[0],12[96] - 3[80],2[10] - 3[245]
4,37[74] - 0[0],11[88] - 5[145],2[10] - 3[245]
5,41[82] - 0[0],10[80] - 7[195],2[10] - 3[245]
6,35[70] - 3[90],10[80] - 9[275],2[10] - 3[245]
7,35[70] - 2[60],10[80] - 9[275],2[10] - 3[245]
8,35[70] - 2[60],10[80] - 9[275],2[10] - 3[245]
9,35[70] - 3[90],10[80] - 9[275],2[10] - 3[245]
10,35[70] - 0[0],10[80] - 9[275],2[10] - 3[245]
11,46[92] - 0[0],8[64] - 12[395],2[10] - 3[245]
12,48[96] - 0[0],8[64] - 14[485],2[10] - 3[245]
1,21[42] - 0[0],7[56] - 0[0],0[0] - 0[0]
1,14[28] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,11[22] - 0[0],4[32] - 0[0],0[0] - 0[0]
1,13[26] - 0[0],3[24] - 0[0],0[0] - 0[0]
1,10[20] - 0[0],4[32] - 0[0],0[0] - 0[0]
1,39[78] - 0[0],12[96] - 0[0],0[0] - 0[0]
2,48[96] - 0[0],10[80] - 1[60],0[0] - 0[0]
3,39[78] - 0[0],11[88] - 2[120],0[0] - 0[0]
4,39[78] - 0[0],8[64] - 4[205],0[0] - 0[0]
5,46[92] - 1[30],10[80] - 5[225],0[0] - 0[0]
6,43[86] - 2[60],9[72] - 7[280],0[0] - 0[0]
7,43[86] - 2[60],9[72] - 7[280],0[0] - 0[0]
8,43[86] - 1[30],9[72] - 7[280],0[0] - 0[0]
9,43[86] - 2[60],9[72] - 7[280],0[0] - 0[0]
10,37[74] - 0[0],10[80] - 9[335],0[0] - 0[0]
11,41[82] - 0[0],9[72] - 12[420],0[0] - 0[0]
12,48[96] - 1[30],10[80] - 15[500],0[0] - 0[0]
13,48[96] - 2[60],10[80] - 18[585],0[0] - 0[0]
14,41[82] - 5[150],9[72] - 21[695],0[0] - 0[0]
15,38[76] - 8[240],8[64] - 24[785],0[0] - 0[0]
1,21[42] - 0[0],8[64] - 0[0],0[0] - 0[0]
2,44[88] - 0[0],10[80] - 3[85],0[0] - 0[0]
3,37[74] - 0[0],9[72] - 3[85],0[0] - 0[0]
4,45[90] - 0[0],9[72] - 6[165],0[0] - 0[0]
5,49[98] - 1[30],10[80] - 9[240],0[0] - 0[0]
6,44[88] - 3[90],12[96] - 11[300],0[0] - 0[0]
7,39[78] - 6[180],11[88] - 13[345],0[0] - 0[0]
1,37[74] - 0[0],11[88] - 0[0],0[0] - 0[0]
2,40[80] - 0[0],9[72] - 1[25],0[0] - 0[0]
3,35[70] - 0[0],10[80] - 2[60],0[0] - 0[0]
4,37[74] - 0[0],10[80] - 4[120],0[0] - 0[0]
1,26[52] - 0[0],6[48] - 0[0],0[0] - 0[0]
2,35[70] - 0[0],11[88] - 2[50],0[0] - 0[0]
3,41[82] - 0[0],9[72] - 3[110],0[0] - 0[0]
4,49[98] - 0[0],10[80] - 5[175],0[0] - 0[0]
5,40[80] - 1[30],12[96] - 7[240],0[0] - 0[0]
6,45[90] - 2[60],9[72] - 11[350],0[0] - 0[0]
7,39[78] - 5[150],10[80] - 14[430],0[0] - 0[0]
8,42[84] - 7[210],10[80] - 17[500],0[0] - 0[0]
1,14[28] - 0[0],3[24] - 0[0],0[0] - 0[0]
1,15[30] - 0[0],2[16] - 0[0],0[0] - 0[0]
2,37[74] - 0[0],9[72] - 1[25],0[0] - 0[0]
3,47[94] - 0[0],12[96] - 2[45],0[0] - 0[0]
4,40[80] - 0[0],12[96] - 3[75],0[0] - 0[0]
5,35[70] - 1[30],6[48] - 6[220],0[0] - 0[0]
6,41[82] - 3[90],10[80] - 7[250],0[0] - 0[0]
7,41[82] - 3[90],10[80] - 7[250],0[0] - 0[0]
1,10[20] - 0[0],4[32] - 0[0],0[0] - 0[0]
1,13[26] - 0[0],3[24] - 0[0],0[0] - 0[0]
1,18[36] - 0[0],2[16] - 0[0],0[0] - 0[0]
1,26[52] - 0[0],3[24] - 0[0],0[0] - 0[0]
1,14[28] - 0[0],3[24] - 0[0],0[0] - 0[0]
1,14[28] - 0[0],3[24] - 0[0],0[0] - 0[0]
2,47[94] - 0[0],10[80] - 1[30],0[0] - 0[0]
3,38[76] - 0[0],11[88] - 4[120],0[0] - 0[0]
1,11[22] - 0[0],4[32] - 0[0],0[0] - 0[0]
2,36[72] - 0[0],12[96] - 1[25],0[0] - 0[0]
3,35[70] - 0[0],10[80] - 2[55],0[0] - 0[0]
4,36[72] - 0[0],12[96] - 4[115],0[0] - 0[0]
5,41[82] - 0[0],10[80] - 7[195],0[0] - 0[0]
6,45[90] - 0[0],10[80] - 10[300],0[0] - 0[0]
7,49[98] - 2[60],11[88] - 12[355],0[0] - 0[0]
1,11[22] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,41[82] - 0[0],9[72] - 0[0],0[0] - 0[0]
3,47[94] - 0[0],10[80] - 2[60],0[0] - 0[0]
4,35[70] - 0[0],9[72] - 3[90],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,45[90] - 0[0],10[80] - 1[25],0[0] - 0[0]
3,39[78] - 0[0],11[88] - 2[50],0[0] - 0[0]
4,40[80] - 0[0],12[96] - 3[70],0[0] - 0[0]
5,44[88] - 0[0],11[88] - 5[155],0[0] - 0[0]
6,48[96] - 1[30],5[40] - 8[275],0[0] - 0[0]
7,38[76] - 3[90],10[80] - 10[330],0[0] - 0[0]
8,45[90] - 5[150],10[80] - 12[385],0[0] - 0[0]
9,37[74] - 8[240],11[88] - 14[465],0[0] - 0[0]
10,43[86] - 0[0],12[96] - 16[535],0[0] - 0[0]
11,75[150] - 0[0],10[80] - 18[595],0[0] - 0[0]
12,101[202] - 0[0],12[96] - 19[625],0[0] - 0[0]
13,101[202] - 0[0],12[96] - 19[625],0[0] - 0[0]
14,101[202] - 0[0],12[96] - 19[625],0[0] - 0[0]
15,101[202] - 0[0],12[96] - 19[625],0[0] - 0[0]
16,101[202] - 0[0],12[96] - 19[625],0[0] - 0[0]
17,101[202] - 0[0],12[96] - 19[625],0[0] - 0[0]
18,101[202] - 0[0],12[96] - 19[625],0[0] - 0[0]
19,101[202] - 0[0],12[96] - 19[625],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,37[74] - 0[0],11[88] - 0[0],0[0] - 0[0]
3,41[82] - 0[0],11[88] - 1[60],0[0] - 0[0]
1,38[76] - 0[0],8[64] - 0[0],0[0] - 0[0]
2,45[90] - 0[0],8[64] - 0[0],0[0] - 0[0]
3,46[92] - 0[0],10[80] - 1[60],0[0] - 0[0]
4,36[72] - 0[0],6[48] - 4[180],0[0] - 0[0]
5,41[82] - 1[30],9[72] - 6[235],0[0] - 0[0]
5,36[72] - 1[30],9[72] - 6[235],0[0] - 0[0]
1,37[74] - 0[0],12[96] - 0[0],0[0] - 0[0]
2,38[76] - 0[0],8[64] - 1[60],0[0] - 0[0]
3,41[82] - 0[0],9[72] - 3[120],0[0] - 0[0]
4,35[70] - 0[0],9[72] - 6[200],0[0] - 0[0]
5,48[96] - 0[0],11[88] - 7[220],0[0] - 0[0]
6,35[70] - 3[90],9[72] - 9[310],0[0] - 0[0]
7,43[86] - 5[150],12[96] - 11[365],0[0] - 0[0]
8,38[76] - 8[240],11[88] - 14[460],0[0] - 0[0]
9,46[92] - 10[300],8[64] - 16[545],0[0] - 0[0]
10,60[120] - 11[330],11[88] - 17[575],0[0] - 0[0]
11,60[120] - 11[330],11[88] - 17[575],0[0] - 0[0]
12,60[120] - 11[330],11[88] - 17[575],0[0] - 0[0]
13,60[120] - 11[330],11[88] - 17[575],0[0] - 0[0]
14,60[120] - 11[330],11[88] - 17[575],0[0] - 0[0]
1,35[70] - 0[0],12[96] - 0[0],0[0] - 0[0]
1,39[78] - 0[0],11[88] - 0[0],0[0] - 0[0]
1,35[70] - 0[0],12[96] - 0[0],0[0] - 0[0]
2,40[80] - 0[0],12[96] - 1[30],0[0] - 0[0]
3,35[70] - 0[0],11[88] - 4[150],0[0] - 0[0]
4,38[76] - 0[0],9[72] - 6[200],0[0] - 0[0]
5,35[70] - 2[60],10[80] - 8[265],0[0] - 0[0]
