游戏日,烹饪店,轻装店,重装店
42,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
43,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
44,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
45,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
46,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
47,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
48,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
49,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
50,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
51,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
52,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
53,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
54,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
10,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,13[26] - 0[0],3[24] - 0[0],0[0] - 0[0]
2,13[26] - 0[0],3[24] - 0[0],0[0] - 0[0]
3,13[26] - 0[0],3[24] - 0[0],0[0] - 0[0]
1,33[66] - 0[0],9[72] - 0[0],0[0] - 0[0]
2,45[90] - 0[0],12[96] - 0[0],0[0] - 0[0]
3,45[90] - 0[0],12[96] - 0[0],0[0] - 0[0]
4,45[90] - 0[0],12[96] - 0[0],0[0] - 0[0]
5,45[90] - 0[0],12[96] - 0[0],0[0] - 0[0]
6,45[90] - 0[0],12[96] - 0[0],0[0] - 0[0]
7,45[90] - 0[0],12[96] - 0[0],0[0] - 0[0]
1,12[24] - 0[0],0[0] - 2[50],0[0] - 0[0]
2,12[24] - 0[0],0[0] - 2[50],0[0] - 0[0]
3,12[24] - 0[0],0[0] - 2[50],0[0] - 0[0]
4,12[24] - 0[0],0[0] - 2[50],0[0] - 0[0]
5,12[24] - 0[0],0[0] - 2[50],0[0] - 0[0]
6,12[24] - 0[0],0[0] - 2[50],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
10,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
11,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
12,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
10,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
11,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
12,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
13,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
14,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
15,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
16,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
17,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
18,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
19,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
20,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
21,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
22,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
23,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
10,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
11,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
12,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
13,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
14,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
15,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
16,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
17,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
18,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
19,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
20,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
21,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
22,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
23,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
10,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
11,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
12,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
13,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
14,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
15,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
15,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
10,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
11,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
12,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
13,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],338[1352] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],1201[4804] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],36[144] - 0[0],0[0] - 0[0]
1,293[932] - 0[0],37[148] - 0[0],0[0] - 0[0]
2,960[2933] - 0[0],295[1180] - 0[0],0[0] - 0[0]
1,183[549] - 0[0],7[28] - 1[30],0[0] - 0[0]
2,426[1278] - 30[880],5[20] - 17[535],0[0] - 0[0]
3,756[2268] - 68[1980],6[24] - 26[810],0[0] - 0[0]
4,1017[3051] - 97[2870],5[20] - 35[1100],0[0] - 0[0]
5,1022[3066] - 138[4080],11[44] - 39[1225],0[0] - 0[0]
6,1136[3408] - 167[4960],6[24] - 47[1465],0[0] - 0[0]
7,1222[3666] - 201[6000],4[16] - 54[1685],0[0] - 0[0]
8,1357[4071] - 234[6950],4[16] - 60[1880],0[0] - 0[0]
8,1283[3849] - 249[7390],1[4] - 62[1940],0[0] - 0[0]
1,64[251] - 0[0],5[20] - 2[60],0[0] - 0[0]
2,558[1733] - 36[1070],7[28] - 16[500],0[0] - 0[0]
3,808[2483] - 69[2060],7[28] - 42[1320],0[0] - 0[0]
4,1091[3332] - 100[2970],7[28] - 57[1795],0[0] - 0[0]
