游戏日,烹饪店,轻装店,重装店
29,41[82] - 0[0],12[96] - 23[735],9[45] - 2[160]
30,44[88] - 1[30],10[80] - 25[800],9[45] - 2[160]
31,48[96] - 2[60],12[96] - 27[865],9[45] - 2[160]
32,35[70] - 4[120],12[96] - 27[865],9[45] - 2[160]
33,49[98] - 5[150],12[96] - 27[865],9[45] - 2[160]
34,42[84] - 7[210],12[96] - 27[865],9[45] - 2[160]
35,42[84] - 7[210],12[96] - 27[865],9[45] - 2[160]
36,42[84] - 5[150],12[96] - 27[865],9[45] - 2[160]
37,42[84] - 4[120],12[96] - 27[865],9[45] - 2[160]
38,42[84] - 5[150],12[96] - 27[865],9[45] - 2[160]
39,42[84] - 2[60],12[96] - 27[865],9[45] - 2[160]
40,42[84] - 5[150],12[96] - 27[865],9[45] - 2[160]
41,42[84] - 6[180],12[96] - 27[865],9[45] - 2[160]
42,42[84] - 3[90],12[96] - 27[865],9[45] - 2[160]
43,42[84] - 4[120],12[96] - 27[865],9[45] - 2[160]
44,42[84] - 6[180],12[96] - 27[865],9[45] - 2[160]
45,42[84] - 3[90],12[96] - 27[865],9[45] - 2[160]
46,42[84] - 3[90],12[96] - 27[865],9[45] - 2[160]
47,42[84] - 5[150],12[96] - 27[865],9[45] - 2[160]
48,42[84] - 2[60],12[96] - 27[865],9[45] - 2[160]
49,42[84] - 3[90],12[96] - 27[865],9[45] - 2[160]
50,42[84] - 5[150],12[96] - 27[865],9[45] - 2[160]
51,42[84] - 2[60],12[96] - 27[865],9[45] - 2[160]
52,42[84] - 3[90],12[96] - 27[865],9[45] - 2[160]
53,42[84] - 4[120],12[96] - 27[865],9[45] - 2[160]
54,42[84] - 2[60],12[96] - 27[865],9[45] - 2[160]
55,42[84] - 3[90],12[96] - 27[865],9[45] - 2[160]
56,42[84] - 4[120],12[96] - 27[865],9[45] - 2[160]
57,42[84] - 1[30],12[96] - 27[865],9[45] - 2[160]
58,42[84] - 2[60],12[96] - 27[865],9[45] - 2[160]
59,42[84] - 3[90],12[96] - 27[865],9[45] - 2[160]
1,8[16] - 0[0],5[40] - 0[0],11[55] - 0[0]
1,10[20] - 0[0],4[32] - 0[0],0[0] - 0[0]
2,37[74] - 0[0],8[64] - 2[80],19[95] - 0[0]
3,41[82] - 0[0],10[80] - 4[120],7[35] - 3[260]
4,38[76] - 0[0],10[80] - 6[180],7[35] - 3[260]
5,39[78] - 1[30],10[80] - 8[230],7[35] - 3[260]
6,45[90] - 1[30],9[72] - 11[310],7[35] - 3[260]
7,38[76] - 3[90],11[88] - 12[345],7[35] - 3[260]
8,49[98] - 4[120],12[96] - 13[400],7[35] - 3[260]
9,40[80] - 6[180],12[96] - 16[480],7[35] - 3[260]
10,43[86] - 5[150],10[80] - 19[580],7[35] - 3[260]
11,62[124] - 6[180],9[72] - 21[645],7[35] - 3[260]
12,62[124] - 6[180],9[72] - 21[645],7[35] - 3[260]
13,62[124] - 4[120],9[72] - 21[645],7[35] - 3[260]
14,62[124] - 6[180],9[72] - 21[645],7[35] - 3[260]
15,62[124] - 6[180],9[72] - 21[645],7[35] - 3[260]
1,14[28] - 0[0],3[24] - 0[0],0[0] - 0[0]
2,36[72] - 0[0],11[88] - 1[25],0[0] - 0[0]
3,44[88] - 0[0],12[96] - 2[45],9[45] - 5[375]
4,36[72] - 0[0],5[40] - 4[130],9[45] - 5[375]
5,43[86] - 0[0],10[80] - 5[165],9[45] - 5[375]
1,15[30] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,49[98] - 0[0],10[80] - 0[0],12[60] - 0[0]
3,37[74] - 0[0],8[64] - 2[60],16[80] - 3[235]
4,43[86] - 0[0],9[72] - 3[120],16[80] - 3[235]
5,35[70] - 0[0],9[72] - 4[150],16[80] - 3[235]
6,42[84] - 1[30],10[80] - 6[200],16[80] - 3[235]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,47[94] - 0[0],10[80] - 1[25],9[45] - 1[70]
1,8[16] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,44[88] - 0[0],11[88] - 0[0],11[55] - 1[50]
1,32[64] - 0[0],10[80] - 1[20],9[45] - 0[0]
2,44[88] - 0[0],9[72] - 3[110],15[75] - 0[0]
3,47[94] - 0[0],12[96] - 4[170],15[75] - 0[0]
4,40[80] - 0[0],12[96] - 5[230],15[75] - 0[0]
5,44[88] - 1[30],12[96] - 7[315],15[75] - 0[0]
6,48[96] - 2[60],9[72] - 9[395],15[75] - 0[0]
7,41[82] - 5[150],6[48] - 12[505],15[75] - 0[0]
8,49[98] - 7[210],10[80] - 12[505],15[75] - 0[0]
9,42[84] - 10[300],11[88] - 14[555],15[75] - 0[0]
10,38[76] - 6[180],5[40] - 17[670],15[75] - 0[0]
11,38[76] - 12[360],5[40] - 17[670],15[75] - 0[0]
12,38[76] - 1[30],5[40] - 17[670],15[75] - 0[0]
13,38[76] - 6[180],5[40] - 17[670],15[75] - 0[0]
14,38[76] - 12[360],5[40] - 17[670],15[75] - 0[0]
15,38[76] - 1[30],5[40] - 17[670],15[75] - 0[0]
16,38[76] - 6[180],5[40] - 17[670],15[75] - 0[0]
17,38[76] - 12[360],5[40] - 17[670],15[75] - 0[0]
18,38[76] - 1[30],5[40] - 17[670],15[75] - 0[0]
19,38[76] - 5[150],5[40] - 17[670],15[75] - 0[0]
20,38[76] - 11[330],5[40] - 17[670],15[75] - 0[0]
21,38[76] - 0[0],5[40] - 17[670],15[75] - 0[0]
22,38[76] - 5[150],5[40] - 17[670],15[75] - 0[0]
23,38[76] - 11[330],5[40] - 17[670],15[75] - 0[0]
24,38[76] - 0[0],5[40] - 17[670],15[75] - 0[0]
25,38[76] - 5[150],5[40] - 17[670],15[75] - 0[0]
26,38[76] - 11[330],5[40] - 17[670],15[75] - 0[0]
27,38[76] - 0[0],5[40] - 17[670],15[75] - 0[0]
28,38[76] - 4[120],5[40] - 17[670],15[75] - 0[0]
29,38[76] - 10[300],5[40] - 17[670],15[75] - 0[0]
30,38[76] - 0[0],5[40] - 17[670],15[75] - 0[0]
31,38[76] - 4[120],5[40] - 17[670],15[75] - 0[0]
32,38[76] - 10[300],5[40] - 17[670],15[75] - 0[0]
33,38[76] - 0[0],5[40] - 17[670],15[75] - 0[0]
34,38[76] - 4[120],5[40] - 17[670],15[75] - 0[0]
35,38[76] - 10[300],5[40] - 17[670],15[75] - 0[0]
36,38[76] - 0[0],5[40] - 17[670],15[75] - 0[0]
37,38[76] - 4[120],5[40] - 17[670],15[75] - 0[0]
38,38[76] - 9[270],5[40] - 17[670],15[75] - 0[0]
39,38[76] - 0[0],5[40] - 17[670],15[75] - 0[0]
40,38[76] - 9[270],5[40] - 17[670],15[75] - 0[0]
41,38[76] - 9[270],5[40] - 17[670],15[75] - 0[0]
42,38[76] - 8[240],5[40] - 17[670],15[75] - 0[0]
43,38[76] - 7[210],5[40] - 17[670],15[75] - 0[0]
44,38[76] - 9[270],5[40] - 17[670],15[75] - 0[0]
45,38[76] - 9[270],5[40] - 17[670],15[75] - 0[0]
46,38[76] - 7[210],5[40] - 17[670],15[75] - 0[0]
47,38[76] - 8[240],5[40] - 17[670],15[75] - 0[0]
48,38[76] - 7[210],5[40] - 17[670],15[75] - 0[0]
49,38[76] - 6[180],5[40] - 17[670],15[75] - 0[0]
50,38[76] - 7[210],5[40] - 17[670],15[75] - 0[0]
51,38[76] - 5[150],5[40] - 17[670],15[75] - 0[0]
52,38[76] - 7[210],5[40] - 17[670],15[75] - 0[0]
53,38[76] - 8[240],5[40] - 17[670],15[75] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,48[96] - 0[0],11[88] - 1[30],0[0] - 0[0]
3,40[80] - 0[0],6[48] - 3[115],16[80] - 2[130]
4,37[74] - 0[0],11[88] - 4[135],16[80] - 2[130]
5,43[86] - 0[0],9[72] - 6[225],16[80] - 2[130]
6,47[94] - 2[60],11[88] - 8[310],16[80] - 2[130]
7,42[84] - 1[30],7[56] - 9[370],16[80] - 2[130]
8,42[84] - 2[60],7[56] - 9[370],16[80] - 2[130]
9,42[84] - 3[90],7[56] - 9[370],16[80] - 2[130]
10,40[80] - 0[0],7[56] - 9[370],16[80] - 2[130]
11,44[88] - 0[0],10[80] - 12[445],16[80] - 2[130]
12,36[72] - 0[0],10[80] - 15[515],16[80] - 2[130]
1,12[24] - 0[0],4[32] - 0[0],0[0] - 0[0]
1,27[54] - 0[0],3[24] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,10[20] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,40[80] - 0[0],11[88] - 0[0],0[0] - 0[0]
2,48[96] - 0[0],10[80] - 1[25],0[0] - 0[0]
3,42[84] - 0[0],10[80] - 3[85],0[0] - 0[0]
4,48[96] - 0[0],10[80] - 5[135],0[0] - 0[0]
5,39[78] - 2[60],9[72] - 7[190],0[0] - 0[0]
6,46[92] - 4[120],9[72] - 9[245],0[0] - 0[0]
7,46[92] - 4[120],9[72] - 9[245],0[0] - 0[0]
8,46[92] - 4[120],9[72] - 9[245],0[0] - 0[0]
9,46[92] - 4[120],9[72] - 9[245],0[0] - 0[0]
10,46[92] - 3[90],9[72] - 9[245],0[0] - 0[0]
11,46[92] - 3[90],9[72] - 9[245],0[0] - 0[0]
12,46[92] - 3[90],9[72] - 9[245],0[0] - 0[0]
13,46[92] - 3[90],9[72] - 9[245],0[0] - 0[0]
14,46[92] - 3[90],9[72] - 9[245],0[0] - 0[0]
15,46[92] - 3[90],9[72] - 9[245],0[0] - 0[0]
1,34[68] - 0[0],7[56] - 0[0],0[0] - 0[0]
2,38[76] - 0[0],10[80] - 1[55],0[0] - 0[0]
3,41[82] - 0[0],11[88] - 3[110],0[0] - 0[0]
4,44[88] - 0[0],12[96] - 4[140],0[0] - 0[0]
5,42[84] - 0[0],10[80] - 8[255],0[0] - 0[0]
6,45[90] - 1[30],8[64] - 11[350],0[0] - 0[0]
7,39[78] - 4[120],8[64] - 13[440],0[0] - 0[0]
1,25[50] - 0[0],6[48] - 0[0],0[0] - 0[0]
2,43[86] - 0[0],10[80] - 0[0],0[0] - 0[0]
3,43[86] - 0[0],11[88] - 2[50],0[0] - 0[0]
4,35[70] - 0[0],12[96] - 4[105],0[0] - 0[0]
1,27[54] - 0[0],6[48] - 0[0],0[0] - 0[0]
2,35[70] - 0[0],11[88] - 0[0],0[0] - 0[0]
3,42[84] - 0[0],11[88] - 3[90],0[0] - 0[0]
4,48[96] - 0[0],11[88] - 6[165],0[0] - 0[0]
5,36[72] - 1[30],11[88] - 7[225],0[0] - 0[0]
6,47[94] - 2[60],9[72] - 10[310],0[0] - 0[0]
7,46[92] - 5[150],10[80] - 12[365],0[0] - 0[0]
8,46[92] - 7[210],12[96] - 14[420],0[0] - 0[0]
1,9[18] - 0[0],4[32] - 0[0],0[0] - 0[0]
1,12[24] - 0[0],4[32] - 0[0],0[0] - 0[0]
2,41[82] - 0[0],12[96] - 2[40],0[0] - 0[0]
3,46[92] - 0[0],10[80] - 3[65],0[0] - 0[0]
4,39[78] - 0[0],11[88] - 5[115],0[0] - 0[0]
5,48[96] - 0[0],9[72] - 8[205],0[0] - 0[0]
6,39[78] - 1[30],9[72] - 10[295],0[0] - 0[0]
7,39[78] - 2[60],9[72] - 10[295],0[0] - 0[0]
1,13[26] - 0[0],3[24] - 0[0],0[0] - 0[0]
1,15[30] - 0[0],2[16] - 0[0],0[0] - 0[0]
1,24[48] - 0[0],7[56] - 0[0],0[0] - 0[0]
1,12[24] - 0[0],4[32] - 0[0],0[0] - 0[0]
1,12[24] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,17[34] - 0[0],2[16] - 0[0],0[0] - 0[0]
2,45[90] - 0[0],10[80] - 0[0],0[0] - 0[0]
3,35[70] - 0[0],10[80] - 0[0],0[0] - 0[0]
1,13[26] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,46[92] - 0[0],9[72] - 1[20],0[0] - 0[0]
3,35[70] - 0[0],11[88] - 2[55],0[0] - 0[0]
4,42[84] - 0[0],11[88] - 5[140],0[0] - 0[0]
5,48[96] - 0[0],12[96] - 7[225],0[0] - 0[0]
6,37[74] - 1[30],9[72] - 10[310],0[0] - 0[0]
7,44[88] - 3[90],9[72] - 12[405],0[0] - 0[0]
1,13[26] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,42[84] - 0[0],11[88] - 1[20],0[0] - 0[0]
3,36[72] - 0[0],12[96] - 2[55],0[0] - 0[0]
4,39[78] - 0[0],9[72] - 4[115],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,37[74] - 0[0],9[72] - 0[0],0[0] - 0[0]
3,44[88] - 0[0],9[72] - 2[85],0[0] - 0[0]
4,48[96] - 0[0],11[88] - 4[135],0[0] - 0[0]
5,38[76] - 0[0],11[88] - 6[190],0[0] - 0[0]
6,45[90] - 1[30],12[96] - 8[275],0[0] - 0[0]
7,48[96] - 3[90],10[80] - 9[335],0[0] - 0[0]
8,42[84] - 6[180],12[96] - 12[430],0[0] - 0[0]
9,49[98] - 8[240],9[72] - 16[545],0[0] - 0[0]
10,41[82] - 8[240],6[48] - 18[635],0[0] - 0[0]
11,50[100] - 0[0],10[80] - 18[635],0[0] - 0[0]
12,50[100] - 3[90],10[80] - 18[635],0[0] - 0[0]
13,50[100] - 8[240],10[80] - 18[635],0[0] - 0[0]
14,50[100] - 0[0],10[80] - 18[635],0[0] - 0[0]
15,50[100] - 2[60],10[80] - 18[635],0[0] - 0[0]
16,50[100] - 8[240],10[80] - 18[635],0[0] - 0[0]
17,50[100] - 0[0],10[80] - 18[635],0[0] - 0[0]
18,50[100] - 2[60],10[80] - 18[635],0[0] - 0[0]
19,50[100] - 6[180],10[80] - 18[635],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,42[84] - 0[0],9[72] - 0[0],0[0] - 0[0]
3,46[92] - 0[0],12[96] - 1[55],0[0] - 0[0]
1,32[64] - 0[0],9[72] - 0[0],0[0] - 0[0]
2,39[78] - 0[0],11[88] - 1[30],0[0] - 0[0]
3,42[84] - 0[0],11[88] - 2[85],0[0] - 0[0]
4,46[92] - 0[0],12[96] - 4[150],0[0] - 0[0]
5,39[78] - 1[30],10[80] - 8[270],0[0] - 0[0]
5,39[78] - 2[60],10[80] - 8[270],0[0] - 0[0]
1,33[66] - 0[0],9[72] - 0[0],0[0] - 0[0]
2,39[78] - 0[0],12[96] - 1[25],0[0] - 0[0]
3,41[82] - 0[0],9[72] - 4[135],0[0] - 0[0]
4,47[94] - 0[0],6[48] - 7[250],0[0] - 0[0]
5,37[74] - 1[30],10[80] - 9[300],0[0] - 0[0]
6,46[92] - 1[30],10[80] - 11[365],0[0] - 0[0]
7,46[92] - 1[30],10[80] - 11[365],0[0] - 0[0]
8,46[92] - 2[60],10[80] - 11[365],0[0] - 0[0]
9,46[92] - 1[30],10[80] - 11[365],0[0] - 0[0]
10,44[88] - 0[0],11[88] - 12[420],0[0] - 0[0]
11,44[88] - 0[0],10[80] - 15[510],0[0] - 0[0]
12,49[98] - 1[30],10[80] - 18[595],0[0] - 0[0]
13,37[74] - 3[90],9[72] - 21[670],0[0] - 0[0]
14,37[74] - 6[180],12[96] - 22[725],0[0] - 0[0]
1,30[60] - 0[0],8[64] - 0[0],0[0] - 0[0]
1,40[80] - 0[0],6[48] - 0[0],0[0] - 0[0]
1,42[84] - 0[0],11[88] - 0[0],0[0] - 0[0]
2,44[88] - 0[0],11[88] - 2[85],0[0] - 0[0]
3,37[74] - 0[0],10[80] - 4[135],0[0] - 0[0]
4,41[82] - 0[0],10[80] - 5[170],0[0] - 0[0]
5,44[88] - 1[30],10[80] - 7[215],0[0] - 0[0]
