游戏日,烹饪店,轻装店,重装店
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],3[15] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],3[15] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
10,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
11,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
12,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
13,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
14,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
15,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
16,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
17,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
18,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
19,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
20,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
21,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
22,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
23,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
24,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
25,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
26,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
27,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
28,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
29,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
30,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
31,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
32,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
33,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
34,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
35,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
36,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
37,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
38,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
39,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
40,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
41,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
42,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
43,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
44,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
45,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
46,0[0] - 0[0],0[0] - 0[0],8[40] - 1[75]
47,0[0] - 0[0],0[0] - 0[0],0[0] - 2[150]
48,0[0] - 0[0],0[0] - 0[0],0[0] - 2[150]
49,0[0] - 0[0],0[0] - 0[0],0[0] - 2[150]
50,0[0] - 0[0],0[0] - 0[0],0[0] - 2[150]
51,0[0] - 0[0],0[0] - 0[0],0[0] - 2[150]
52,0[0] - 0[0],0[0] - 0[0],0[0] - 2[150]
53,0[0] - 0[0],0[0] - 0[0],0[0] - 2[150]
54,0[0] - 0[0],0[0] - 0[0],0[0] - 2[150]
55,0[0] - 0[0],0[0] - 0[0],0[0] - 2[150]
56,0[0] - 0[0],0[0] - 0[0],0[0] - 2[150]
57,0[0] - 0[0],0[0] - 0[0],0[0] - 2[150]
58,0[0] - 0[0],0[0] - 0[0],0[0] - 2[150]
59,0[0] - 0[0],0[0] - 0[0],7[35] - 2[150]
60,0[0] - 0[0],0[0] - 0[0],7[35] - 2[150]
61,0[0] - 0[0],0[0] - 0[0],7[35] - 2[150]
62,0[0] - 0[0],0[0] - 0[0],7[35] - 2[150]
63,0[0] - 0[0],0[0] - 0[0],7[35] - 2[150]
64,0[0] - 0[0],0[0] - 0[0],7[35] - 2[150]
65,0[0] - 0[0],0[0] - 0[0],7[35] - 2[150]
66,0[0] - 0[0],0[0] - 0[0],7[35] - 2[150]
67,0[0] - 0[0],0[0] - 0[0],7[35] - 2[150]
68,0[0] - 0[0],0[0] - 0[0],7[35] - 2[150]
69,0[0] - 0[0],0[0] - 0[0],7[35] - 2[150]
70,0[0] - 0[0],0[0] - 0[0],7[35] - 2[150]
71,0[0] - 0[0],0[0] - 0[0],7[35] - 2[150]
72,0[0] - 0[0],0[0] - 0[0],7[35] - 2[150]
73,0[0] - 0[0],0[0] - 0[0],3[15] - 3[225]
74,0[0] - 0[0],0[0] - 0[0],3[15] - 3[225]
75,0[0] - 0[0],0[0] - 0[0],3[15] - 3[225]
76,0[0] - 0[0],0[0] - 0[0],3[15] - 3[225]
77,0[0] - 0[0],0[0] - 0[0],3[15] - 3[225]
78,0[0] - 0[0],0[0] - 0[0],3[15] - 3[225]
79,0[0] - 0[0],0[0] - 0[0],3[15] - 3[225]
80,0[0] - 0[0],0[0] - 0[0],3[15] - 3[225]
81,0[0] - 0[0],0[0] - 0[0],3[15] - 3[225]
82,0[0] - 0[0],0[0] - 0[0],3[15] - 3[225]
83,0[0] - 0[0],0[0] - 0[0],3[15] - 3[225]
84,0[0] - 0[0],0[0] - 0[0],3[15] - 3[225]
85,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
86,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
87,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
88,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
89,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
90,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
91,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
92,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
93,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
94,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
95,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
96,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
97,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
98,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
99,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
100,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
101,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
102,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
103,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
104,0[0] - 0[0],0[0] - 0[0],0[0] - 4[295]
105,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
106,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
107,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
108,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
109,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
110,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
111,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
112,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
113,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
114,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
115,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
116,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
117,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
118,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
119,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
120,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
121,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
122,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
123,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
124,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
125,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
126,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
127,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
128,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
129,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
130,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
131,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
132,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
133,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
134,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
135,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
136,0[0] - 0[0],0[0] - 0[0],3[15] - 5[375]
137,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
138,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
139,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
140,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
141,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
142,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
143,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
144,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
145,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
146,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
147,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
148,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
149,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
150,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
151,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
152,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
153,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
154,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
155,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
156,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
157,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
158,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
159,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
160,0[0] - 0[0],0[0] - 0[0],4[20] - 7[490]
161,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
162,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
163,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
164,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
165,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
166,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
167,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
168,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
169,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
170,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
171,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
172,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
173,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
174,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
175,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
176,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
177,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
178,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
179,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
180,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
181,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
182,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
183,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
184,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
185,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
186,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
187,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
188,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
189,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
190,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
191,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
192,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
193,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
194,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
195,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
196,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
197,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
198,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
199,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
200,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
201,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
202,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
203,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
204,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
205,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
206,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
207,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
208,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
209,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
210,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
211,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
212,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
213,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
214,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
215,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
216,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
217,0[0] - 0[0],0[0] - 0[0],2[10] - 8[555]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
10,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
11,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
12,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
13,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
14,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
15,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
16,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
17,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
18,0[0] - 0[0],0[0] - 0[0],2[10] - 1[75]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
10,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
11,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
12,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
13,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
14,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
15,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
16,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
17,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
18,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
19,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
20,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
21,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
22,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
23,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
24,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
25,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
26,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
27,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
28,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
29,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
30,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
31,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
32,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
33,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
34,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
35,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
36,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
37,0[0] - 0[0],0[0] - 0[0],8[40] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
10,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
11,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
12,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
13,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
14,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
15,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
16,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
17,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
18,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
19,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
20,0[0] - 0[0],0[0] - 0[0],2[10] - 0[0]
21,0[0] - 0[0],0[0] - 0[0],2[10] - 0[0]
22,0[0] - 0[0],0[0] - 0[0],2[10] - 0[0]
23,0[0] - 0[0],0[0] - 0[0],2[10] - 0[0]
24,0[0] - 0[0],0[0] - 0[0],2[10] - 0[0]
25,0[0] - 0[0],0[0] - 0[0],2[10] - 0[0]
26,0[0] - 0[0],0[0] - 0[0],2[10] - 0[0]
27,0[0] - 0[0],0[0] - 0[0],2[10] - 0[0]
28,0[0] - 0[0],0[0] - 0[0],2[10] - 0[0]
