游戏日,烹饪店,轻装店,重装店
6,38[76] - 3[90],9[72] - 7[235],4[20] - 0[0]
7,38[76] - 3[90],9[72] - 7[235],4[20] - 0[0]
8,38[76] - 3[90],9[72] - 7[235],4[20] - 0[0]
9,38[76] - 3[90],9[72] - 7[235],4[20] - 0[0]
10,44[88] - 0[0],12[96] - 8[295],4[20] - 0[0]
11,49[98] - 0[0],9[72] - 10[350],4[20] - 0[0]
12,37[74] - 0[0],8[64] - 12[435],4[20] - 0[0]
13,39[78] - 1[30],7[56] - 14[520],4[20] - 0[0]
14,39[78] - 4[120],6[48] - 16[600],4[20] - 0[0]
15,42[84] - 6[180],12[96] - 17[625],4[20] - 0[0]
16,45[90] - 8[240],10[80] - 21[735],4[20] - 0[0]
17,48[96] - 10[300],9[72] - 24[825],4[20] - 0[0]
18,48[96] - 10[300],9[72] - 24[825],4[20] - 0[0]
19,48[96] - 9[270],9[72] - 24[825],4[20] - 0[0]
20,48[96] - 9[270],9[72] - 24[825],4[20] - 0[0]
21,48[96] - 9[270],9[72] - 24[825],4[20] - 0[0]
22,48[96] - 9[270],9[72] - 24[825],4[20] - 0[0]
23,48[96] - 9[270],9[72] - 24[825],4[20] - 0[0]
24,48[96] - 9[270],9[72] - 24[825],4[20] - 0[0]
25,48[96] - 9[270],9[72] - 24[825],4[20] - 0[0]
26,48[96] - 9[270],9[72] - 24[825],4[20] - 0[0]
27,48[96] - 9[270],9[72] - 24[825],4[20] - 0[0]
28,48[96] - 8[240],9[72] - 24[825],4[20] - 0[0]
29,48[96] - 8[240],9[72] - 24[825],4[20] - 0[0]
30,48[96] - 8[240],9[72] - 24[825],4[20] - 0[0]
31,48[96] - 8[240],9[72] - 24[825],4[20] - 0[0]
32,48[96] - 8[240],9[72] - 24[825],4[20] - 0[0]
33,48[96] - 8[240],9[72] - 24[825],4[20] - 0[0]
34,48[96] - 8[240],9[72] - 24[825],4[20] - 0[0]
35,48[96] - 8[240],9[72] - 24[825],4[20] - 0[0]
36,48[96] - 8[240],9[72] - 24[825],4[20] - 0[0]
37,48[96] - 7[210],9[72] - 24[825],4[20] - 0[0]
38,48[96] - 7[210],9[72] - 24[825],4[20] - 0[0]
39,48[96] - 7[210],9[72] - 24[825],4[20] - 0[0]
40,48[96] - 7[210],9[72] - 24[825],4[20] - 0[0]
41,48[96] - 7[210],9[72] - 24[825],4[20] - 0[0]
42,48[96] - 7[210],9[72] - 24[825],4[20] - 0[0]
43,48[96] - 7[210],9[72] - 24[825],4[20] - 0[0]
44,48[96] - 0[0],9[72] - 24[825],4[20] - 0[0]
45,48[96] - 0[0],9[72] - 24[825],4[20] - 0[0]
46,48[96] - 0[0],9[72] - 24[825],4[20] - 0[0]
47,48[96] - 0[0],9[72] - 24[825],4[20] - 0[0]
48,48[96] - 0[0],9[72] - 24[825],4[20] - 0[0]
49,48[96] - 3[90],9[72] - 24[825],4[20] - 0[0]
50,48[96] - 4[120],9[72] - 24[825],4[20] - 0[0]
51,48[96] - 4[120],9[72] - 24[825],4[20] - 0[0]
52,48[96] - 6[180],9[72] - 24[825],4[20] - 0[0]
53,48[96] - 4[120],9[72] - 24[825],4[20] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,38[76] - 0[0],9[72] - 1[25],3[15] - 0[0]
3,40[80] - 0[0],11[88] - 3[110],10[50] - 0[0]
4,43[86] - 0[0],9[72] - 5[170],10[50] - 0[0]
5,36[72] - 0[0],12[96] - 7[255],10[50] - 0[0]
6,38[76] - 1[30],11[88] - 11[365],10[50] - 0[0]
7,41[82] - 2[60],12[96] - 14[435],10[50] - 0[0]
8,47[94] - 4[120],10[80] - 18[535],10[50] - 0[0]
9,36[72] - 7[210],9[72] - 19[595],10[50] - 0[0]
10,44[88] - 0[0],10[80] - 22[690],10[50] - 0[0]
11,76[152] - 2[60],11[88] - 24[775],10[50] - 0[0]
12,98[196] - 7[210],6[48] - 26[865],10[50] - 0[0]
1,11[22] - 0[0],4[32] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,34[68] - 0[0],9[72] - 0[0],0[0] - 0[0]
2,42[84] - 0[0],11[88] - 1[55],0[0] - 0[0]
3,45[90] - 0[0],10[80] - 4[135],0[0] - 0[0]
4,49[98] - 0[0],11[88] - 6[225],0[0] - 0[0]
5,42[84] - 1[30],9[72] - 9[315],0[0] - 0[0]
6,38[76] - 3[90],10[80] - 12[400],0[0] - 0[0]
7,38[76] - 5[150],12[96] - 14[470],0[0] - 0[0]
8,47[94] - 7[210],12[96] - 18[585],0[0] - 0[0]
9,40[80] - 10[300],12[96] - 20[650],0[0] - 0[0]
10,35[70] - 8[240],5[40] - 23[770],0[0] - 0[0]
11,35[70] - 0[0],5[40] - 23[770],0[0] - 0[0]
12,35[70] - 4[120],5[40] - 23[770],0[0] - 0[0]
13,35[70] - 8[240],5[40] - 23[770],0[0] - 0[0]
14,35[70] - 0[0],5[40] - 23[770],0[0] - 0[0]
15,35[70] - 4[120],5[40] - 23[770],0[0] - 0[0]
1,37[74] - 0[0],9[72] - 0[0],0[0] - 0[0]
2,44[88] - 0[0],12[96] - 1[30],0[0] - 0[0]
3,49[98] - 0[0],8[64] - 4[145],0[0] - 0[0]
4,43[86] - 0[0],11[88] - 6[220],0[0] - 0[0]
5,48[96] - 1[30],10[80] - 8[305],0[0] - 0[0]
6,39[78] - 4[120],10[80] - 9[325],0[0] - 0[0]
7,39[78] - 2[60],10[80] - 9[325],0[0] - 0[0]
1,23[46] - 0[0],7[56] - 0[0],0[0] - 0[0]
2,41[82] - 0[0],7[56] - 3[110],0[0] - 0[0]
3,43[86] - 0[0],12[96] - 4[165],0[0] - 0[0]
4,49[98] - 0[0],11[88] - 6[245],0[0] - 0[0]
1,37[74] - 0[0],7[56] - 0[0],0[0] - 0[0]
2,46[92] - 0[0],12[96] - 2[55],0[0] - 0[0]
3,47[94] - 0[0],9[72] - 4[115],0[0] - 0[0]
4,37[74] - 0[0],6[48] - 6[205],0[0] - 0[0]
5,39[78] - 1[30],11[88] - 7[265],0[0] - 0[0]
6,40[80] - 3[90],11[88] - 10[355],0[0] - 0[0]
7,40[80] - 1[30],11[88] - 10[355],0[0] - 0[0]
8,40[80] - 2[60],11[88] - 10[355],0[0] - 0[0]
1,29[58] - 0[0],6[48] - 0[0],0[0] - 0[0]
1,29[58] - 0[0],7[56] - 0[0],0[0] - 0[0]
2,38[76] - 0[0],12[96] - 1[30],0[0] - 0[0]
3,45[90] - 0[0],8[64] - 4[115],0[0] - 0[0]
4,49[98] - 0[0],10[80] - 7[200],0[0] - 0[0]
5,44[88] - 1[30],11[88] - 8[260],0[0] - 0[0]
6,48[96] - 1[30],12[96] - 11[330],0[0] - 0[0]
7,48[96] - 2[60],12[96] - 11[330],0[0] - 0[0]
1,10[20] - 0[0],4[32] - 0[0],0[0] - 0[0]
1,13[26] - 0[0],3[24] - 0[0],0[0] - 0[0]
1,14[28] - 0[0],3[24] - 0[0],0[0] - 0[0]
1,16[32] - 0[0],2[16] - 0[0],0[0] - 0[0]
1,27[54] - 0[0],3[24] - 0[0],0[0] - 0[0]
1,14[28] - 0[0],3[24] - 0[0],0[0] - 0[0]
2,39[78] - 0[0],10[80] - 0[0],0[0] - 0[0]
3,35[70] - 0[0],12[96] - 2[50],0[0] - 0[0]
1,10[20] - 0[0],4[32] - 0[0],0[0] - 0[0]
2,38[76] - 0[0],8[64] - 1[55],0[0] - 0[0]
3,45[90] - 0[0],10[80] - 3[135],0[0] - 0[0]
4,41[82] - 0[0],5[40] - 4[195],0[0] - 0[0]
5,49[98] - 0[0],10[80] - 5[250],0[0] - 0[0]
6,43[86] - 2[60],9[72] - 9[360],0[0] - 0[0]
7,47[94] - 3[90],11[88] - 11[425],0[0] - 0[0]
1,11[22] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,41[82] - 0[0],9[72] - 2[60],0[0] - 0[0]
3,48[96] - 0[0],6[48] - 4[145],0[0] - 0[0]
4,41[82] - 0[0],9[72] - 5[200],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,42[84] - 0[0],10[80] - 1[25],0[0] - 0[0]
3,43[86] - 0[0],9[72] - 3[75],0[0] - 0[0]
4,49[98] - 0[0],9[72] - 5[130],0[0] - 0[0]
5,43[86] - 0[0],9[72] - 8[215],0[0] - 0[0]
6,49[98] - 0[0],12[96] - 10[275],0[0] - 0[0]
7,43[86] - 3[90],11[88] - 12[365],0[0] - 0[0]
8,43[86] - 5[150],10[80] - 15[470],0[0] - 0[0]
9,47[94] - 7[210],9[72] - 17[530],0[0] - 0[0]
10,37[74] - 3[90],8[64] - 19[590],0[0] - 0[0]
11,72[144] - 0[0],12[96] - 20[615],0[0] - 0[0]
12,72[144] - 4[120],12[96] - 20[615],0[0] - 0[0]
13,72[144] - 4[120],12[96] - 20[615],0[0] - 0[0]
14,72[144] - 0[0],12[96] - 20[615],0[0] - 0[0]
15,72[144] - 5[150],12[96] - 20[615],0[0] - 0[0]
16,72[144] - 4[120],12[96] - 20[615],0[0] - 0[0]
17,72[144] - 0[0],12[96] - 20[615],0[0] - 0[0]
18,72[144] - 4[120],12[96] - 20[615],0[0] - 0[0]
19,72[144] - 3[90],12[96] - 20[615],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,35[70] - 0[0],12[96] - 0[0],0[0] - 0[0]
3,42[84] - 0[0],10[80] - 2[60],0[0] - 0[0]
1,35[70] - 0[0],12[96] - 0[0],0[0] - 0[0]
2,43[86] - 0[0],11[88] - 2[90],0[0] - 0[0]
3,43[86] - 0[0],9[72] - 3[115],0[0] - 0[0]
4,45[90] - 0[0],12[96] - 4[140],0[0] - 0[0]
5,35[70] - 1[30],9[72] - 6[225],0[0] - 0[0]
5,47[94] - 1[30],9[72] - 6[225],0[0] - 0[0]
1,38[76] - 0[0],9[72] - 0[0],0[0] - 0[0]
2,47[94] - 0[0],12[96] - 2[60],0[0] - 0[0]
3,48[96] - 0[0],8[64] - 4[105],0[0] - 0[0]
4,39[78] - 0[0],10[80] - 6[190],0[0] - 0[0]
5,44[88] - 1[30],10[80] - 8[285],0[0] - 0[0]
6,42[84] - 3[90],9[72] - 10[355],0[0] - 0[0]
7,39[78] - 6[180],11[88] - 13[450],0[0] - 0[0]
8,42[84] - 8[240],11[88] - 16[525],0[0] - 0[0]
9,46[92] - 10[300],10[80] - 19[620],0[0] - 0[0]
10,46[92] - 11[330],10[80] - 22[710],0[0] - 0[0]
11,46[92] - 11[330],10[80] - 22[710],0[0] - 0[0]
12,46[92] - 11[330],10[80] - 22[710],0[0] - 0[0]
13,46[92] - 11[330],10[80] - 22[710],0[0] - 0[0]
14,46[92] - 11[330],10[80] - 22[710],0[0] - 0[0]
1,34[68] - 0[0],11[88] - 0[0],0[0] - 0[0]
1,29[58] - 0[0],7[56] - 1[60],0[0] - 0[0]
1,38[76] - 0[0],9[72] - 1[30],0[0] - 0[0]
2,45[90] - 0[0],12[96] - 2[60],0[0] - 0[0]
3,35[70] - 0[0],12[96] - 5[170],0[0] - 0[0]
4,44[88] - 0[0],11[88] - 7[230],0[0] - 0[0]
5,46[92] - 1[30],10[80] - 9[315],0[0] - 0[0]
