游戏日,烹饪店,轻装店,重装店
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
10,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
11,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
12,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
13,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
14,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
15,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
16,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
17,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
18,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
19,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
20,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
21,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
22,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
23,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
24,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
25,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
26,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
27,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
28,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
29,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
30,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
31,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
32,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
33,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
34,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
35,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
36,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
37,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
38,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
39,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
40,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
41,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
42,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
43,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
44,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
45,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
46,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
47,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
48,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
49,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
50,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
51,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
52,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
53,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
54,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
55,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
56,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
57,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
58,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
59,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
60,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
61,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
62,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
63,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
64,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
65,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
66,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
67,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
68,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
69,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
70,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
71,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
72,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
73,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
74,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
75,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
76,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
77,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
78,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
79,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
80,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
81,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
82,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
83,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
84,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
85,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
86,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
87,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
88,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
89,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
90,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
91,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
92,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
93,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
94,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
95,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
96,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
97,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
98,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
99,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
100,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
101,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
102,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
103,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
104,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
105,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
106,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
107,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
108,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
109,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
110,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
111,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
112,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
113,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
114,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
115,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
116,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
117,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
118,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
119,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
120,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
121,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
122,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
123,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
124,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
125,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
126,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
127,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
128,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
129,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
130,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
131,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
132,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
133,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
134,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
135,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
136,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
137,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
138,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
139,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
140,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
141,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
142,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
143,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
144,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
145,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
146,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
147,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
148,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
149,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
150,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
151,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
152,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
153,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
154,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
155,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
156,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
157,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
158,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
159,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
160,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
161,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
162,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
163,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
164,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
165,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
166,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
167,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
168,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
169,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
170,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
171,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
172,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
173,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
174,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
175,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
176,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
177,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
178,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
179,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
180,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
181,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
182,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
183,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
184,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
185,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
186,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
187,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
188,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
189,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
190,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
191,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
192,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
193,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
194,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
195,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
196,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
197,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
198,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
199,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
200,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
201,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
202,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
203,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
204,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
205,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
206,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
207,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
208,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
209,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
210,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
211,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
212,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
213,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
214,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
215,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
216,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
217,0[0] - 0[0],0[0] - 0[0],4[20] - 1[65]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
10,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
11,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
12,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
13,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
14,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
15,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
16,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
17,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
18,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
10,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
11,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
12,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
13,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
14,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
15,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
16,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
17,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
18,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
19,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
20,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
21,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
22,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
23,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
24,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
25,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
26,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
27,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
28,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
29,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
30,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
31,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
32,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
33,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
34,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
35,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
36,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
37,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
10,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
11,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
12,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
13,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
14,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
15,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
16,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
17,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
18,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
19,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
20,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
21,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
22,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
23,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
24,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
25,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
26,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
27,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
28,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
