游戏日,烹饪店,轻装店,重装店
6,36[72] - 3[90],9[72] - 8[270],3[15] - 0[0]
7,42[84] - 5[150],11[88] - 10[360],3[15] - 0[0]
8,47[94] - 7[210],12[96] - 12[410],3[15] - 0[0]
9,42[84] - 10[300],11[88] - 14[475],3[15] - 0[0]
10,50[100] - 8[240],10[80] - 17[590],3[15] - 0[0]
11,90[180] - 11[330],10[80] - 19[650],3[15] - 0[0]
12,90[180] - 3[90],10[80] - 19[650],3[15] - 0[0]
13,90[180] - 8[240],10[80] - 19[650],3[15] - 0[0]
14,90[180] - 11[330],10[80] - 19[650],3[15] - 0[0]
15,90[180] - 3[90],10[80] - 19[650],3[15] - 0[0]
16,90[180] - 8[240],10[80] - 19[650],3[15] - 0[0]
17,90[180] - 11[330],10[80] - 19[650],3[15] - 0[0]
18,90[180] - 3[90],10[80] - 19[650],3[15] - 0[0]
19,90[180] - 8[240],10[80] - 19[650],3[15] - 0[0]
20,90[180] - 10[300],10[80] - 19[650],3[15] - 0[0]
21,90[180] - 1[30],10[80] - 19[650],3[15] - 0[0]
22,90[180] - 8[240],10[80] - 19[650],3[15] - 0[0]
23,90[180] - 10[300],10[80] - 19[650],3[15] - 0[0]
24,90[180] - 1[30],10[80] - 19[650],3[15] - 0[0]
25,90[180] - 9[270],10[80] - 19[650],3[15] - 0[0]
26,90[180] - 10[300],10[80] - 19[650],3[15] - 0[0]
27,90[180] - 1[30],10[80] - 19[650],3[15] - 0[0]
28,90[180] - 7[210],10[80] - 19[650],3[15] - 0[0]
29,90[180] - 9[270],10[80] - 19[650],3[15] - 0[0]
30,90[180] - 0[0],10[80] - 19[650],3[15] - 0[0]
31,90[180] - 7[210],10[80] - 19[650],3[15] - 0[0]
32,90[180] - 9[270],10[80] - 19[650],3[15] - 0[0]
33,90[180] - 1[30],10[80] - 19[650],3[15] - 0[0]
34,90[180] - 7[210],10[80] - 19[650],3[15] - 0[0]
35,90[180] - 9[270],10[80] - 19[650],3[15] - 0[0]
36,90[180] - 1[30],10[80] - 19[650],3[15] - 0[0]
37,90[180] - 6[180],10[80] - 19[650],3[15] - 0[0]
38,90[180] - 8[240],10[80] - 19[650],3[15] - 0[0]
39,90[180] - 0[0],10[80] - 19[650],3[15] - 0[0]
40,90[180] - 7[210],10[80] - 19[650],3[15] - 0[0]
41,45[90] - 11[330],10[80] - 19[650],3[15] - 0[0]
42,45[90] - 9[270],10[80] - 19[650],3[15] - 0[0]
43,45[90] - 11[330],10[80] - 19[650],3[15] - 0[0]
44,45[90] - 11[330],10[80] - 19[650],3[15] - 0[0]
45,45[90] - 4[120],10[80] - 19[650],3[15] - 0[0]
46,45[90] - 9[270],10[80] - 19[650],3[15] - 0[0]
47,45[90] - 8[240],10[80] - 19[650],3[15] - 0[0]
48,45[90] - 8[240],10[80] - 19[650],3[15] - 0[0]
49,45[90] - 10[300],10[80] - 19[650],3[15] - 0[0]
50,45[90] - 10[300],10[80] - 19[650],3[15] - 0[0]
51,45[90] - 5[150],10[80] - 19[650],3[15] - 0[0]
52,45[90] - 9[270],10[80] - 19[650],3[15] - 0[0]
53,45[90] - 9[270],10[80] - 19[650],3[15] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,35[70] - 0[0],12[96] - 0[0],0[0] - 0[0]
3,46[92] - 0[0],9[72] - 2[85],14[70] - 1[70]
4,36[72] - 0[0],10[80] - 4[135],14[70] - 1[70]
5,40[80] - 0[0],7[56] - 6[225],14[70] - 1[70]
6,47[94] - 2[60],12[96] - 8[280],14[70] - 1[70]
7,43[86] - 4[120],9[72] - 11[385],14[70] - 1[70]
8,46[92] - 6[180],10[80] - 12[445],14[70] - 1[70]
9,37[74] - 9[270],12[96] - 13[470],14[70] - 1[70]
10,47[94] - 0[0],12[96] - 15[530],14[70] - 1[70]
11,88[176] - 4[120],8[64] - 19[640],14[70] - 1[70]
12,88[176] - 10[300],8[64] - 19[640],14[70] - 1[70]
1,9[18] - 0[0],5[40] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,11[22] - 0[0],4[32] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,13[26] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,32[64] - 0[0],9[72] - 0[0],0[0] - 0[0]
2,36[72] - 0[0],12[96] - 1[30],0[0] - 0[0]
3,38[76] - 0[0],10[80] - 1[30],0[0] - 0[0]
4,40[80] - 0[0],9[72] - 3[120],0[0] - 0[0]
5,44[88] - 0[0],11[88] - 5[180],0[0] - 0[0]
6,36[72] - 2[60],11[88] - 8[265],0[0] - 0[0]
7,45[90] - 4[120],11[88] - 10[355],0[0] - 0[0]
8,37[74] - 7[210],8[64] - 14[485],0[0] - 0[0]
9,42[84] - 9[270],12[96] - 16[545],0[0] - 0[0]
10,35[70] - 8[240],10[80] - 19[630],0[0] - 0[0]
11,71[142] - 0[0],9[72] - 22[715],0[0] - 0[0]
12,71[142] - 2[60],9[72] - 22[715],0[0] - 0[0]
13,71[142] - 7[210],9[72] - 22[715],0[0] - 0[0]
14,71[142] - 0[0],9[72] - 22[715],0[0] - 0[0]
15,71[142] - 2[60],9[72] - 22[715],0[0] - 0[0]
1,33[66] - 0[0],7[56] - 0[0],0[0] - 0[0]
2,45[90] - 0[0],5[40] - 2[115],0[0] - 0[0]
3,41[82] - 0[0],9[72] - 3[140],0[0] - 0[0]
4,38[76] - 0[0],10[80] - 6[215],0[0] - 0[0]
5,43[86] - 1[30],10[80] - 7[240],0[0] - 0[0]
6,36[72] - 3[90],7[56] - 9[315],0[0] - 0[0]
7,36[72] - 3[90],7[56] - 9[315],0[0] - 0[0]
1,36[72] - 0[0],5[40] - 0[0],0[0] - 0[0]
2,36[72] - 0[0],10[80] - 3[65],0[0] - 0[0]
3,44[88] - 0[0],7[56] - 5[155],0[0] - 0[0]
4,49[98] - 0[0],11[88] - 7[210],0[0] - 0[0]
1,27[54] - 0[0],6[48] - 0[0],0[0] - 0[0]
2,48[96] - 0[0],9[72] - 1[20],0[0] - 0[0]
3,40[80] - 0[0],9[72] - 4[105],0[0] - 0[0]
4,46[92] - 0[0],11[88] - 5[135],0[0] - 0[0]
5,49[98] - 0[0],12[96] - 7[200],0[0] - 0[0]
6,38[76] - 2[60],12[96] - 9[260],0[0] - 0[0]
7,46[92] - 4[120],9[72] - 12[360],0[0] - 0[0]
8,49[98] - 6[180],12[96] - 14[415],0[0] - 0[0]
1,14[28] - 0[0],3[24] - 0[0],0[0] - 0[0]
1,23[46] - 0[0],7[56] - 0[0],0[0] - 0[0]
2,45[90] - 0[0],12[96] - 1[30],0[0] - 0[0]
3,35[70] - 0[0],10[80] - 4[145],0[0] - 0[0]
4,39[78] - 0[0],7[56] - 7[260],0[0] - 0[0]
5,45[90] - 0[0],9[72] - 8[315],0[0] - 0[0]
6,38[76] - 1[30],12[96] - 10[360],0[0] - 0[0]
7,38[76] - 2[60],12[96] - 10[360],0[0] - 0[0]
1,12[24] - 0[0],4[32] - 0[0],0[0] - 0[0]
1,12[24] - 0[0],4[32] - 0[0],0[0] - 0[0]
1,16[32] - 0[0],2[16] - 0[0],0[0] - 0[0]
1,9[18] - 0[0],4[32] - 0[0],0[0] - 0[0]
1,23[46] - 0[0],3[24] - 0[0],0[0] - 0[0]
1,9[18] - 0[0],4[32] - 0[0],0[0] - 0[0]
2,45[90] - 0[0],11[88] - 1[20],0[0] - 0[0]
3,45[90] - 0[0],9[72] - 5[125],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,44[88] - 0[0],12[96] - 0[0],0[0] - 0[0]
3,35[70] - 0[0],7[56] - 2[90],0[0] - 0[0]
4,36[72] - 0[0],8[64] - 5[195],0[0] - 0[0]
5,44[88] - 0[0],11[88] - 6[215],0[0] - 0[0]
6,47[94] - 1[30],11[88] - 9[305],0[0] - 0[0]
7,43[86] - 3[90],11[88] - 11[355],0[0] - 0[0]
1,12[24] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,35[70] - 0[0],10[80] - 0[0],0[0] - 0[0]
3,44[88] - 0[0],11[88] - 1[25],0[0] - 0[0]
4,45[90] - 0[0],11[88] - 3[75],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,37[74] - 0[0],12[96] - 0[0],0[0] - 0[0]
3,41[82] - 0[0],12[96] - 1[60],0[0] - 0[0]
4,47[94] - 0[0],8[64] - 3[140],0[0] - 0[0]
5,49[98] - 0[0],9[72] - 4[200],0[0] - 0[0]
6,37[74] - 1[30],11[88] - 6[260],0[0] - 0[0]
7,46[92] - 3[90],7[56] - 8[355],0[0] - 0[0]
8,40[80] - 6[180],5[40] - 10[450],0[0] - 0[0]
9,44[88] - 8[240],8[64] - 12[510],0[0] - 0[0]
10,37[74] - 5[150],8[64] - 13[570],0[0] - 0[0]
11,37[74] - 0[0],8[64] - 13[570],0[0] - 0[0]
12,37[74] - 2[60],8[64] - 13[570],0[0] - 0[0]
13,37[74] - 5[150],8[64] - 13[570],0[0] - 0[0]
14,37[74] - 0[0],8[64] - 13[570],0[0] - 0[0]
15,37[74] - 2[60],8[64] - 13[570],0[0] - 0[0]
16,37[74] - 5[150],8[64] - 13[570],0[0] - 0[0]
17,37[74] - 0[0],8[64] - 13[570],0[0] - 0[0]
18,37[74] - 2[60],8[64] - 13[570],0[0] - 0[0]
19,37[74] - 4[120],8[64] - 13[570],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,31[62] - 0[0],12[96] - 0[0],0[0] - 0[0]
3,35[70] - 0[0],9[72] - 3[80],0[0] - 0[0]
1,35[70] - 0[0],10[80] - 0[0],0[0] - 0[0]
2,41[82] - 0[0],9[72] - 2[55],0[0] - 0[0]
3,49[98] - 0[0],11[88] - 3[80],0[0] - 0[0]
4,37[74] - 0[0],11[88] - 6[170],0[0] - 0[0]
5,44[88] - 1[30],11[88] - 7[230],0[0] - 0[0]
5,43[86] - 2[60],11[88] - 7[230],0[0] - 0[0]
1,31[62] - 0[0],8[64] - 0[0],0[0] - 0[0]
2,48[96] - 0[0],10[80] - 1[30],0[0] - 0[0]
3,40[80] - 0[0],12[96] - 2[90],0[0] - 0[0]
4,38[76] - 0[0],9[72] - 4[140],0[0] - 0[0]
5,46[92] - 0[0],12[96] - 6[200],0[0] - 0[0]
6,41[82] - 1[30],12[96] - 8[255],0[0] - 0[0]
7,41[82] - 2[60],12[96] - 8[255],0[0] - 0[0]
8,41[82] - 3[90],12[96] - 8[255],0[0] - 0[0]
9,41[82] - 1[30],12[96] - 8[255],0[0] - 0[0]
10,39[78] - 0[0],10[80] - 11[350],0[0] - 0[0]
11,44[88] - 0[0],11[88] - 14[410],0[0] - 0[0]
12,43[86] - 1[30],12[96] - 15[445],0[0] - 0[0]
13,35[70] - 4[120],12[96] - 17[510],0[0] - 0[0]
14,35[70] - 6[180],9[72] - 20[600],0[0] - 0[0]
1,33[66] - 0[0],9[72] - 0[0],0[0] - 0[0]
1,37[74] - 0[0],12[96] - 0[0],0[0] - 0[0]
1,42[84] - 0[0],7[56] - 0[0],0[0] - 0[0]
2,43[86] - 0[0],10[80] - 1[60],0[0] - 0[0]
3,36[72] - 0[0],5[40] - 4[165],0[0] - 0[0]
4,40[80] - 0[0],10[80] - 5[220],0[0] - 0[0]
5,49[98] - 1[30],10[80] - 6[240],0[0] - 0[0]
