ConfigID,Name,Category,Gender,Level,Age,Hp,Mp,Lp,Atk,Def,Agi,Ine,Con,BTIntervalSec
2000016,蜥蜴,Animal,0,12,3.0,226/226,124/124,99/100,72,67,64,118,132,0.61
2000016,蜥蜴,Animal,0,23,3.0,353/353,201/201,99/100,111,86,86,117,138,0.54
2000016,蜥蜴,Animal,0,22,3.0,338/338,201/201,99/100,106,95,89,118,136,0.53
2000016,蜥蜴,Animal,0,14,3.0,224/224,133/133,99/100,74,63,63,119,131,0.61
2000003,鹿,Animal,0,15,3.0,223/223,139/139,99/100,57,77,59,121,132,0.63
2000003,鹿,Animal,0,16,3.0,244/244,167/167,99/100,61,72,61,123,133,0.62
2000003,鹿,Animal,0,16,3.0,249/249,152/152,99/100,64,72,59,121,134,0.63
2000003,鹿,Animal,0,11,3.0,185/185,123/123,99/100,51,60,50,122,130,0.67
2000003,鹿,Animal,0,17,3.0,245/245,157/157,99/100,60,80,60,122,134,0.62
2000003,鹿,Animal,0,17,3.0,257/257,149/149,99/100,58,77,62,120,136,0.61
2000003,鹿,Animal,0,16,3.0,241/241,170/170,99/100,62,81,59,124,132,0.63
2000003,鹿,Animal,0,6,3.0,129/129,88/88,99/100,43,48,41,121,127,0.71
2000003,鹿,Animal,0,16,3.0,249/249,162/162,99/100,64,75,61,122,134,0.62
2000003,鹿,Animal,0,18,3.0,259/259,174/174,99/100,68,77,64,122,134,0.61
2000003,鹿,Animal,0,13,3.0,204/204,146/146,99/100,54,70,57,123,130,0.64
2000003,鹿,Animal,0,7,3.0,140/140,101/101,99/100,43,52,46,122,127,0.68
2000003,鹿,Animal,0,14,3.0,216/216,129/129,99/100,57,67,55,120,133,0.64
2000003,鹿,Animal,0,17,3.0,267/267,179/179,99/100,67,76,65,122,135,0.60
2000003,鹿,Animal,0,6,3.0,138/138,84/84,99/100,42,52,44,121,128,0.69
2000003,鹿,Animal,0,10,3.0,185/185,125/125,99/100,51,58,52,122,130,0.65
2000003,鹿,Animal,0,16,3.0,238/238,150/150,99/100,64,78,65,121,133,0.60
2000003,鹿,Animal,0,12,3.0,209/209,136/136,99/100,56,70,52,122,131,0.66
2000003,鹿,Animal,0,15,3.0,232/232,156/156,99/100,62,75,59,122,132,0.63
2000003,鹿,Animal,0,10,3.0,174/174,106/106,99/100,48,61,48,121,130,0.67
2000003,鹿,Animal,0,14,3.0,232/232,156/156,99/100,58,73,57,122,133,0.63
2000003,鹿,Animal,0,9,3.0,169/169,117/117,99/100,47,57,50,122,129,0.66
2000003,鹿,Animal,0,13,3.0,216/216,145/145,99/100,52,72,54,123,132,0.65
2000003,鹿,Animal,0,14,3.0,219/219,147/147,99/100,56,70,60,122,132,0.62
2000003,鹿,Animal,0,11,3.0,186/186,135/135,99/100,55,65,55,123,129,0.64
2000003,鹿,Animal,0,14,3.0,219/219,153/153,99/100,53,70,60,123,132,0.62
2000003,鹿,Animal,0,15,3.0,232/232,156/156,99/100,62,70,63,122,133,0.61
2000003,鹿,Animal,0,9,3.0,162/162,111/111,99/100,47,60,48,122,128,0.67
2000003,鹿,Animal,0,9,3.0,162/162,115/115,99/100,46,57,48,122,128,0.68
2000003,鹿,Animal,0,14,3.0,223/223,156/156,99/100,56,73,61,123,132,0.62
2000009,狼,Animal,0,30,4.0,662/662,282/282,99/100,166,128,119,119,172,0.46
2000009,狼,Animal,0,21,4.0,463/463,198/198,99/100,128,100,93,122,159,0.52
2000009,狼,Animal,0,22,4.0,508/508,212/212,99/100,137,116,92,122,161,0.52
2000009,狼,Animal,0,27,4.0,588/588,248/248,99/100,158,124,111,120,166,0.47
2000009,狼,Animal,0,20,4.0,465/465,214/214,99/100,128,101,87,124,158,0.53
2000009,狼,Animal,0,23,4.0,508/508,214/214,99/100,140,110,94,121,161,0.51
2000009,狼,Animal,0,30,4.0,692/692,302/302,99/100,184,147,125,119,172,0.44
2000009,狼,Animal,0,21,4.0,497/497,219/219,99/100,137,113,92,123,159,0.52
2000009,狼,Animal,0,34,4.0,726/726,344/344,99/100,183,146,126,122,174,0.44
2000009,狼,Animal,0,23,4.0,529/529,218/218,99/100,148,107,94,120,163,0.51
2000009,狼,Animal,0,25,4.0,540/540,232/232,99/100,153,117,102,121,162,0.49
2000009,狼,Animal,0,25,4.0,558/558,272/272,99/100,154,119,106,124,162,0.48
2000009,狼,Animal,0,20,4.0,474/474,220/220,99/100,132,99,95,123,159,0.51
2000009,狼,Animal,0,31,4.0,698/698,294/294,99/100,188,150,128,118,172,0.44
2000009,狼,Animal,0,35,4.0,762/762,349/349,99/100,200,163,130,120,175,0.43
2000009,狼,Animal,0,25,4.0,564/564,236/236,99/100,158,122,100,120,164,0.50
2000009,狼,Animal,0,28,4.0,648/648,283/283,99/100,174,140,115,120,169,0.46
2000009,狼,Animal,0,27,4.0,618/618,280/280,99/100,164,135,106,122,167,0.49
2000009,狼,Animal,0,27,4.0,592/592,244/244,99/100,153,127,104,120,167,0.49
2000009,狼,Animal,0,31,4.0,635/635,298/298,99/100,174,130,114,122,167,0.47
2000015,马,Animal,0,20,3.0,354/354,209/209,99/100,86,101,85,120,140,0.54
2000015,马,Animal,0,8,3.0,186/186,105/105,99/100,51,59,51,120,131,0.66
2000015,马,Animal,0,5,3.0,144/144,74/74,99/100,43,50,43,119,129,0.70
2000015,马,Animal,0,18,3.0,321/321,186/186,99/100,80,84,77,119,140,0.56
2000015,马,Animal,0,19,3.0,331/331,183/183,99/100,79,89,77,118,140,0.56
2000015,马,Animal,0,5,3.0,146/146,85/85,99/100,47,49,46,120,129,0.68
2000015,马,Animal,0,9,3.0,198/198,105/105,99/100,57,65,56,119,132,0.64
2000015,马,Animal,0,14,3.0,255/255,148/148,99/100,69,75,67,119,135,0.60
2000015,马,Animal,0,14,3.0,261/261,133/133,99/100,69,77,64,118,136,0.61
2000015,马,Animal,0,15,3.0,279/279,156/156,99/100,67,78,71,119,138,0.58
2000015,马,Animal,0,16,3.0,271/271,156/156,99/100,71,77,67,119,136,0.60
2000015,马,Animal,0,14,3.0,251/251,139/139,99/100,69,77,63,119,135,0.61
2000015,马,Animal,0,11,3.0,219/219,118/118,99/100,62,71,61,118,133,0.62
2000015,马,Animal,0,18,3.0,312/312,175/175,99/100,74,89,74,119,139,0.57
2000015,马,Animal,0,6,3.0,162/162,95/95,99/100,49,51,48,120,130,0.67
2000015,马,Animal,0,5,3.0,138/138,73/73,99/100,42,50,43,119,128,0.70
2000015,马,Animal,0,16,3.0,291/291,159/159,99/100,71,78,68,118,139,0.59
2000015,马,Animal,0,17,3.0,301/301,170/170,99/100,74,90,70,119,137,0.59
2000015,马,Animal,0,14,3.0,271/271,149/149,99/100,69,78,64,119,136,0.61
2000015,马,Animal,0,18,3.0,302/302,166/166,99/100,79,89,72,118,138,0.58
2000013,虎,Animal,0,59,6.0,1917/1917,601/601,99/100,494,396,182,111,268,0.35
2000013,虎,Animal,0,53,6.0,1767/1767,541/541,99/100,449,342,167,111,263,0.37
2000013,虎,Animal,0,49,6.0,1585/1585,490/490,99/100,391,333,149,119,249,0.40
2000013,虎,Animal,0,52,6.0,1684/1684,475/475,99/100,437,322,155,107,260,0.39
2000013,虎,Animal,0,53,6.0,1748/1748,496/496,99/100,425,326,149,108,267,0.40
2000013,虎,Animal,0,45,6.0,1473/1473,424/424,99/100,387,303,140,115,243,0.41
2000013,虎,Animal,0,53,6.0,1716/1716,483/483,99/100,435,346,151,109,260,0.40
2000013,虎,Animal,0,48,6.0,1542/1542,436/436,99/100,382,317,145,114,250,0.41
2000013,虎,Animal,0,54,6.0,1815/1815,524/524,99/100,445,365,155,109,267,0.39
2000013,虎,Animal,0,59,6.0,1851/1851,543/543,99/100,465,377,155,109,268,0.39
2000013,虎,Animal,0,52,6.0,1746/1746,525/525,99/100,440,335,150,112,263,0.40
2000013,虎,Animal,0,48,6.0,1521/1521,406/406,99/100,379,306,137,111,250,0.42
2000013,虎,Animal,0,56,6.0,1858/1858,568/568,99/100,471,368,167,110,268,0.37
2000013,虎,Animal,0,46,6.0,1574/1574,458/458,99/100,397,319,138,115,251,0.42
2000013,虎,Animal,0,47,6.0,1523/1523,472/472,99/100,384,314,144,119,246,0.41
2000011,熊,Animal,0,57,8.0,2055/2055,530/530,99/100,424,377,138,127,311,0.42
2000011,熊,Animal,0,56,8.0,2087/2087,469/469,99/100,415,346,135,115,322,0.42
2000011,熊,Animal,0,47,8.0,1788/1788,385/385,99/100,350,330,114,123,299,0.47
2000011,熊,Animal,0,56,8.0,2080/2080,457/457,99/100,427,384,129,116,317,0.44
2000011,熊,Animal,0,48,8.0,1826/1826,456/456,99/100,375,316,116,129,298,0.46
2000011,熊,Animal,0,49,8.0,1843/1843,427/427,99/100,382,343,118,125,299,0.46
2000011,熊,Animal,0,54,8.0,1981/1981,520/520,99/100,427,363,143,127,304,0.41
2000011,熊,Animal,0,57,8.0,2040/2040,474/474,99/100,411,361,145,119,315,0.41
2000011,熊,Animal,0,43,8.0,1644/1644,384/384,99/100,351,281,127,126,287,0.44
2000011,熊,Animal,0,53,8.0,1995/1995,433/433,99/100,416,332,131,114,315,0.43
2000011,熊,Animal,0,56,8.0,2128/2128,489/489,99/100,430,374,147,116,322,0.40
2000011,熊,Animal,0,57,8.0,2137/2137,482/482,99/100,413,389,130,117,323,0.43
2000011,熊,Animal,0,53,8.0,1964/1964,508/508,99/100,419,335,148,125,306,0.40
2000011,熊,Animal,0,59,8.0,2110/2110,514/514,99/100,424,373,149,121,319,0.40
2000011,熊,Animal,0,49,8.0,1885/1885,451/451,99/100,366,334,140,125,304,0.42
2000002,羊,Animal,0,13,2.0,186/186,139/139,99/100,45,71,40,114,119,0.71
2000002,羊,Animal,0,5,2.0,120/120,90/90,99/100,37,46,34,112,116,0.74
2000002,羊,Animal,0,7,2.0,135/135,90/90,99/100,38,51,35,111,118,0.74
2000002,羊,Animal,0,9,2.0,154/154,118/118,99/100,40,58,38,113,118,0.72
2000002,羊,Animal,0,10,2.0,164/164,127/127,99/100,43,60,41,113,118,0.71
2000002,羊,Animal,0,10,2.0,162/162,126/126,99/100,41,61,41,113,118,0.71
2000002,羊,Animal,0,15,2.0,214/214,150/150,99/100,52,75,44,113,121,0.69
2000002,羊,Animal,0,13,2.0,203/203,129/129,99/100,50,68,40,111,122,0.71
2000002,羊,Animal,0,15,2.0,210/210,164/164,99/100,48,73,47,114,121,0.68
2000002,羊,Animal,0,11,2.0,170/170,122/122,99/100,42,66,40,113,119,0.71
2000002,羊,Animal,0,2,2.0,82/82,65/65,99/100,30,40,30,112,114,0.77
2000002,羊,Animal,0,11,2.0,169/169,121/121,99/100,45,64,39,113,118,0.72
2000002,羊,Animal,0,6,2.0,120/120,84/84,99/100,37,50,34,112,116,0.74
2000002,羊,Animal,0,1,2.0,71/71,56/56,99/100,28,35,27,112,113,0.78
2000002,羊,Animal,0,12,2.0,186/186,131/131,99/100,49,69,41,113,119,0.71
2000002,羊,Animal,0,11,2.0,172/172,115/115,99/100,42,67,38,112,119,0.72
2000002,羊,Animal,0,13,2.0,196/196,134/134,99/100,45,71,40,113,121,0.71
2000002,羊,Animal,0,2,2.0,85/85,65/65,99/100,30,39,29,112,114,0.77
2000002,羊,Animal,0,8,2.0,147/147,113/113,99/100,41,56,38,113,117,0.72
2000002,羊,Animal,0,4,2.0,103/103,72/72,99/100,35,44,32,111,115,0.75
2000002,羊,Animal,0,4,2.0,105/105,80/80,99/100,34,43,31,112,116,0.76
2000002,羊,Animal,0,13,2.0,196/196,150/150,99/100,45,74,42,114,120,0.70
2000002,羊,Animal,0,11,2.0,180/180,137/137,99/100,48,68,38,114,118,0.72
2000002,羊,Animal,0,12,2.0,192/192,134/134,99/100,50,70,42,112,120,0.70
2000002,羊,Animal,0,13,2.0,204/204,140/140,99/100,48,72,45,112,121,0.69
2000002,羊,Animal,0,4,2.0,101/101,77/77,99/100,33,46,32,112,115,0.76
2000002,羊,Animal,0,8,2.0,151/151,112/112,99/100,40,56,37,113,118,0.73
2000002,羊,Animal,0,9,2.0,147/147,101/101,99/100,42,56,37,112,118,0.73
2000002,羊,Animal,0,1,2.0,75/75,53/53,99/100,28,37,27,111,114,0.78
2000002,羊,Animal,0,12,2.0,191/191,143/143,99/100,46,65,43,113,120,0.69
2000009,狼,Animal,0,30,4.0,656/656,272/272,99/100,171,129,123,117,172,0.45
2000009,狼,Animal,0,34,4.0,728/728,339/339,99/100,195,153,131,121,172,0.43
2000009,狼,Animal,0,26,4.0,596/596,269/269,99/100,155,131,103,123,166,0.49
2000009,狼,Animal,0,29,4.0,637/637,286/286,99/100,177,132,121,120,168,0.45
2000009,狼,Animal,0,26,4.0,569/569,283/283,99/100,163,131,103,125,161,0.49
2000009,狼,Animal,0,30,4.0,637/637,267/267,99/100,166,143,112,120,169,0.47
2000009,狼,Animal,0,31,4.0,660/660,277/277,99/100,179,136,118,118,170,0.46
2000009,狼,Animal,0,23,4.0,535/535,247/247,99/100,146,116,101,123,162,0.50
2000009,狼,Animal,0,32,4.0,655/655,293/293,99/100,183,133,117,120,169,0.46
2000009,狼,Animal,0,32,4.0,679/679,321/321,99/100,174,134,117,122,171,0.46
2000009,狼,Animal,0,33,4.0,727/727,295/295,99/100,180,154,124,117,176,0.45
2000009,狼,Animal,0,23,4.0,528/528,252/252,99/100,138,108,103,124,162,0.49
2000009,狼,Animal,0,20,4.0,463/463,212/212,99/100,129,110,95,124,157,0.51
2000009,狼,Animal,0,33,4.0,716/716,327/327,99/100,185,139,132,120,174,0.43
2000009,狼,Animal,0,27,4.0,590/590,268/268,99/100,163,134,112,122,164,0.47
2000009,狼,Animal,0,25,4.0,563/563,228/228,99/100,145,116,99,120,166,0.50
2000009,狼,Animal,0,21,4.0,478/478,198/198,99/100,128,100,91,121,160,0.52
2000009,狼,Animal,0,31,4.0,643/643,304/304,99/100,184,131,115,121,167,0.46
2000009,狼,Animal,0,25,4.0,557/557,248/248,99/100,154,114,109,121,164,0.48
2000009,狼,Animal,0,26,4.0,588/588,280/280,99/100,155,131,103,124,164,0.49
2010021,警察头领,Lemurian,0,100,60.0,8/8,1288/1288,99/100,0,0,0,0,0,1.00
2010012,警察,Lemurian,0,100,50.0,48/48,1212/1212,99/100,12,11,6,2,4,0.94
2010012,警察,Lemurian,0,100,50.0,49/49,1303/1303,99/100,12,12,6,3,4,0.94
2010012,警察,Lemurian,0,100,50.0,49/49,1241/1241,99/100,11,11,6,3,4,0.94
2010012,警察,Lemurian,0,100,50.0,49/49,1283/1283,99/100,11,11,6,3,4,0.94
2010012,警察,Lemurian,0,100,50.0,50/50,1225/1225,99/100,12,12,7,2,4,0.93
2010020,店主,Lemurian,0,100,40.0,299/299,1276/1276,99/100,64,74,48,31,32,0.67
2010020,店主,Lemurian,0,100,40.0,305/305,1260/1260,99/100,67,77,50,30,32,0.66
2010020,店主,Lemurian,0,100,40.0,292/292,1292/1292,99/100,61,71,46,32,31,0.68
2010000,农夫,Lemurian,0,100,35.0,702/702,1323/1323,99/100,142,164,102,68,74,0.49
2010002,店主,Lemurian,0,100,35.0,788/788,1247/1247,99/100,208,178,123,55,78,0.45
2010010,商人,Lemurian,0,100,40.0,287/287,1295/1295,99/100,61,65,51,31,31,0.66
2010020,店主,Lemurian,0,100,40.0,324/324,1373/1373,99/100,68,75,47,31,33,0.68
2010001,矿工,Lemurian,0,100,40.0,337/337,1265/1265,99/100,72,84,40,29,34,0.71
2100001,萨尔,Lemurian,0,100,35.0,886/886,1706/1706,99/100,214,178,189,66,80,0.35
2000008,鳄鱼,Animal,0,39,8.0,1407/1407,358/358,99/100,277,306,112,142,263,0.47
2000008,鳄鱼,Animal,0,44,8.0,1564/1564,385/385,99/100,291,358,134,139,273,0.43
2000008,鳄鱼,Animal,0,37,8.0,1344/1344,347/347,99/100,246,311,125,146,258,0.44
2000008,鳄鱼,Animal,0,33,8.0,1166/1166,287/287,99/100,221,272,100,147,247,0.50
2000008,鳄鱼,Animal,0,45,8.0,1617/1617,413/413,99/100,313,337,143,137,279,0.41
2000008,鳄鱼,Animal,0,30,8.0,1135/1135,301/301,99/100,221,242,100,149,245,0.50
2000008,鳄鱼,Animal,0,33,8.0,1230/1230,339/339,99/100,231,268,101,150,251,0.50
2000008,鳄鱼,Animal,0,35,8.0,1263/1263,324/324,99/100,234,279,119,146,254,0.46
2000008,鳄鱼,Animal,0,37,8.0,1348/1348,343/343,99/100,252,301,114,144,259,0.47
2000008,鳄鱼,Animal,0,41,8.0,1428/1428,407/407,99/100,273,309,126,148,262,0.44
2000008,鳄鱼,Animal,0,42,8.0,1452/1452,411/411,99/100,269,314,128,148,265,0.44
2000008,鳄鱼,Animal,0,38,8.0,1348/1348,328/328,99/100,248,297,120,142,261,0.45
2000008,鳄鱼,Animal,0,32,8.0,1172/1172,290/290,99/100,225,268,108,146,247,0.48
2000008,鳄鱼,Animal,0,31,8.0,1126/1126,310/310,99/100,220,255,111,151,242,0.47
2000008,鳄鱼,Animal,0,44,8.0,1558/1558,439/439,99/100,282,358,128,148,270,0.44
2000008,鳄鱼,Animal,0,42,8.0,1521/1521,389/389,99/100,296,327,130,140,271,0.43
2000008,鳄鱼,Animal,0,31,8.0,1159/1159,319/319,99/100,220,248,97,151,247,0.51
2000008,鳄鱼,Animal,0,34,8.0,1272/1272,359/359,99/100,239,292,114,151,251,0.47
2000008,鳄鱼,Animal,0,30,8.0,1115/1115,291/291,99/100,221,263,101,150,241,0.50
2000008,鳄鱼,Animal,0,43,8.0,1542/1542,432/432,99/100,301,324,126,145,271,0.44
2000004,蛇,Animal,0,6,2.0,84/84,70/70,99/100,49,35,47,109,115,0.68
2000004,蛇,Animal,0,1,2.0,51/51,45/45,99/100,36,29,34,110,112,0.74
2000004,蛇,Animal,0,1,2.0,51/51,41/41,99/100,36,28,34,109,113,0.74
2000004,蛇,Animal,0,5,2.0,75/75,63/63,99/100,49,37,46,109,114,0.68
2000004,蛇,Animal,0,10,2.0,105/105,86/86,99/100,60,44,57,108,115,0.63
2000004,蛇,Animal,0,8,2.0,100/100,77/77,99/100,59,40,53,108,115,0.65
2000004,蛇,Animal,0,5,2.0,75/75,60/60,99/100,47,34,43,109,114,0.70
2000004,蛇,Animal,0,1,2.0,49/49,44/44,99/100,35,28,34,110,112,0.75
2000004,蛇,Animal,0,2,2.0,60/60,49/49,99/100,40,31,37,109,113,0.73
2000004,蛇,Animal,0,8,2.0,96/96,74/74,99/100,58,38,50,108,115,0.66
2000004,蛇,Animal,0,2,2.0,58/58,50/50,99/100,38,29,37,109,113,0.73
2000004,蛇,Animal,0,3,2.0,66/66,53/53,99/100,43,31,38,109,114,0.72
2000004,蛇,Animal,0,8,2.0,104/104,78/78,99/100,58,40,54,108,116,0.65
2000004,蛇,Animal,0,3,2.0,64/64,53/53,99/100,43,33,39,109,113,0.72
2000004,蛇,Animal,0,7,2.0,85/85,72/72,99/100,54,38,49,109,114,0.67
2000004,蛇,Animal,0,3,2.0,64/64,52/52,99/100,42,33,39,109,113,0.71
2000004,蛇,Animal,0,1,2.0,51/51,43/43,99/100,37,29,33,110,112,0.75
2000004,蛇,Animal,0,1,2.0,49/49,45/45,99/100,37,29,33,110,112,0.75
2000004,蛇,Animal,0,10,2.0,109/109,83/83,99/100,63,41,55,107,116,0.64
2000004,蛇,Animal,0,5,2.0,83/83,63/63,99/100,49,35,45,108,115,0.69
2000004,蛇,Animal,0,10,2.0,103/103,82/82,99/100,59,42,56,108,115,0.64
2000004,蛇,Animal,0,5,2.0,83/83,65/65,99/100,47,37,46,109,115,0.68
2000004,蛇,Animal,0,8,2.0,90/90,72/72,99/100,55,39,50,108,114,0.66
2000004,蛇,Animal,0,8,2.0,98/98,74/74,99/100,54,40,52,108,116,0.65
2000004,蛇,Animal,0,7,2.0,88/88,72/72,99/100,56,37,51,108,114,0.66
2000004,蛇,Animal,0,8,2.0,103/103,76/76,99/100,55,40,53,108,116,0.65
2000004,蛇,Animal,0,9,2.0,99/99,85/85,99/100,57,41,55,109,115,0.64
2000004,蛇,Animal,0,2,2.0,55/55,47/47,99/100,39,30,36,110,113,0.73
2000004,蛇,Animal,0,2,2.0,56/56,46/46,99/100,40,31,36,109,113,0.73
2000004,蛇,Animal,0,5,2.0,79/79,63/63,99/100,48,36,44,109,114,0.69
2010010,商人,Lemurian,0,100,40.0,307/307,1393/1393,99/100,55,72,53,33,32,0.65
2010001,矿工,Lemurian,0,100,40.0,339/339,1306/1306,99/100,70,78,45,29,35,0.69
2010020,店主,Lemurian,0,100,40.0,316/316,1306/1306,99/100,62,69,48,30,34,0.67
2010000,农夫,Lemurian,0,100,35.0,705/705,1310/1310,99/100,149,171,111,66,73,0.47
2010002,店主,Lemurian,0,100,35.0,841/841,1283/1283,99/100,211,187,133,54,82,0.43
2010020,店主,Lemurian,0,100,40.0,303/303,1293/1293,99/100,67,77,48,31,31,0.67
2010020,店主,Lemurian,0,100,40.0,319/319,1377/1377,99/100,65,73,52,31,33,0.66
2010020,店主,Lemurian,0,100,40.0,314/314,1296/1296,99/100,59,69,48,30,34,0.68
2010021,警察头领,Lemurian,0,100,60.0,7/7,1168/1168,99/100,0,0,0,0,0,1.00
2010012,警察,Lemurian,0,100,50.0,49/49,1208/1208,99/100,12,12,6,2,4,0.94
2010012,警察,Lemurian,0,100,50.0,48/48,1195/1195,99/100,12,11,6,2,4,0.94
2010012,警察,Lemurian,0,100,50.0,52/52,1247/1247,99/100,12,12,7,2,4,0.93
2010012,警察,Lemurian,0,100,50.0,50/50,1187/1187,99/100,12,12,6,2,4,0.94
2010012,警察,Lemurian,0,100,50.0,51/51,1314/1314,99/100,12,11,7,3,4,0.93
2100004,伊沙尔,Atlantean,0,100,40.0,436/436,1529/1529,99/100,107,102,59,27,38,0.63
2000002,羊,Animal,0,7,2.0,139/139,98/98,99/100,37,54,34,112,117,0.75
2000002,羊,Animal,0,8,2.0,145/145,105/105,99/100,43,57,38,112,117,0.72
2000002,羊,Animal,0,7,2.0,136/136,98/98,99/100,41,56,37,112,116,0.73
2000002,羊,Animal,0,6,2.0,123/123,97/97,99/100,38,52,33,113,116,0.75
2000002,羊,Animal,0,6,2.0,135/135,96/96,99/100,39,53,35,112,117,0.74
2000002,羊,Animal,0,5,2.0,115/115,89/89,99/100,36,46,34,112,116,0.74
2000002,羊,Animal,0,7,2.0,140/140,96/96,99/100,38,53,37,112,118,0.73
2000002,羊,Animal,0,7,2.0,129/129,90/90,99/100,39,54,34,112,116,0.75
2000002,羊,Animal,0,8,2.0,147/147,104/104,99/100,39,54,35,112,118,0.74
2000002,羊,Animal,0,9,2.0,151/151,110/110,99/100,43,58,39,112,118,0.72
2000002,羊,Animal,0,9,2.0,169/169,124/124,99/100,45,63,39,113,118,0.72
2000002,羊,Animal,0,9,2.0,158/158,110/110,99/100,43,60,37,112,118,0.73
2000002,羊,Animal,0,9,2.0,162/162,110/110,99/100,40,60,39,112,119,0.72
2000002,羊,Animal,0,9,2.0,150/150,118/118,99/100,39,57,39,113,117,0.72
2000002,羊,Animal,0,9,2.0,162/162,109/109,99/100,44,58,36,112,119,0.73
2000002,羊,Animal,0,9,2.0,156/156,110/110,99/100,44,60,37,112,118,0.73
2000002,羊,Animal,0,7,2.0,127/127,89/89,99/100,39,52,33,112,116,0.75
2000002,羊,Animal,0,8,2.0,140/140,106/106,99/100,41,57,35,113,117,0.74
2000002,羊,Animal,0,6,2.0,127/127,91/91,99/100,38,53,35,112,116,0.74
2000002,羊,Animal,0,8,2.0,147/147,113/113,99/100,43,59,35,113,117,0.74
2000002,羊,Animal,0,8,2.0,139/139,94/94,99/100,38,55,34,112,117,0.74
2000002,羊,Animal,0,8,2.0,145/145,102/102,99/100,40,57,37,112,117,0.73
2000002,羊,Animal,0,8,2.0,145/145,111/111,99/100,40,56,37,113,117,0.73
2000002,羊,Animal,0,5,2.0,111/111,85/85,99/100,35,48,33,112,115,0.75
2000002,羊,Animal,0,5,2.0,113/113,84/84,99/100,35,46,34,112,116,0.74
2000002,羊,Animal,0,6,2.0,131/131,90/90,99/100,39,53,33,112,117,0.75
2000002,羊,Animal,0,5,2.0,110/110,80/80,99/100,34,48,33,112,115,0.75
2000002,羊,Animal,0,8,2.0,149/149,96/96,99/100,39,55,35,111,118,0.74
2000002,羊,Animal,0,8,2.0,147/147,96/96,99/100,38,58,35,112,118,0.74
2000002,羊,Animal,0,5,2.0,116/116,89/89,99/100,35,49,33,113,115,0.75
2000002,羊,Animal,0,6,2.0,123/123,97/97,99/100,38,49,35,112,116,0.74
2000002,羊,Animal,0,6,2.0,120/120,88/88,99/100,38,50,34,112,116,0.74
2000002,羊,Animal,0,8,2.0,147/147,113/113,99/100,41,56,38,113,117,0.72
2000002,羊,Animal,0,6,2.0,127/127,86/86,99/100,35,48,33,112,117,0.75
2000002,羊,Animal,0,7,2.0,135/135,99/99,99/100,38,55,34,113,116,0.75
2000002,羊,Animal,0,8,2.0,146/146,103/103,99/100,42,59,35,112,117,0.74
2000002,羊,Animal,0,5,2.0,113/113,90/90,99/100,37,49,32,113,115,0.75
